Հաշվետվության ձևավորման ամսաթիվը / 2025-12-07,Հաշվետվության ձևավորման ամսաթիվը / 2025-12-07,Հաշվետվության ձևավորման ամսաթիվը / 2025-12-07,Հաշվետվության ձևավորման ամսաթիվը / 2025-12-07
Օգտագործված են հետևյալ ֆիլտրերը,Օգտագործված են հետևյալ ֆիլտրերը,Օգտագործված են հետևյալ ֆիլտրերը,Օգտագործված են հետևյալ ֆիլտրերը
Աշակերտներ / Սեռ  / Արական,Աշակերտներ / Սեռ  / Արական,Աշակերտներ / Սեռ  / Արական,Աշակերտներ / Սեռ  / Արական
Աշակերտներ / Դպրոց ընդունվելու տարեթիվ-սկիզբ / 2025  /,Աշակերտներ / Դպրոց ընդունվելու տարեթիվ-սկիզբ / 2025  /,Աշակերտներ / Դպրոց ընդունվելու տարեթիվ-սկիզբ / 2025  /,Աշակերտներ / Դպրոց ընդունվելու տարեթիվ-սկիզբ / 2025  /
Մարզ,Շրջան/համայնք,Դպրոց,Աշակերտներ
Շիրակ,Անի / Գուսանագյուղ,գ. Գուսանագյուղի մ/դ,3
Արմավիր,Վաղարշապատ / Գրիբոյեդով,գ. Գրիբոյեդովի Վ.Ռոստոմյանի անվ. մ/դ,11
Արարատ,Արտաշատ / Դալար,գ. Դալարի մ/դ,21
Արմավիր,Բաղրամյան / Դալարիկ,գ. Դալարիկի Հովհաննես Հովհաննիսյանի անվ. N1 մ/դ,20
Արագածոտն,Թալին / Դաշտադեմ,գ. Դաշտադեմի Գ.Բաղդասարյանի անվ. մ/դ,2
Արարատ,Մասիս / Դաշտավան,գ. Դաշտավանի Տոնոյանի անվ. մ/դ,11
Արարատ,Արարատ / Դաշտաքար,գ. Դաշտաքարի մ/դ,8
Արմավիր,Վաղարշապատ / Դաշտ,գ. Դաշտի մ/դ,5
Արագածոտն,Թալին / Դավթաշեն,գ. Դավթաշենի մ/դ,6
Սյունիք,Կապան / Դավիթ Բեկ,գ. Դավիթբեկի մ/դ,2
Արարատ,Մասիս / Դարակերտ,գ. Դարակերտի մ/դ,15
Սյունիք,Սիսիան / Դարբաս,գ. Դարբասի մ/դ,2
Արարատ,Մասիս / Դարբնիկ,գ. Դարբնիկի մ/դ,10
Լոռի,Գուգարք / Դարպաս,գ. Դարպասի մ/դ,8
Գեղարքունիք,Սևան / Դդմաշեն,գ. Դդմաշենի մ/դ,7
Արագածոտն,Թալին / Դդմասար,գ. Դդմասարի հմ/դ,2
Տավուշ,Նոյեմբերյան / Դեբեդավան,գ. Դեբեդավանի մ/դ,8
Լոռի,Գուգարք / Դեբետ,գ. Դեբեդի մ/դ,7
Տավուշ,Նոյեմբերյան / Դեղձավան,գ. Դեղձավանի հմ/դ,4
Արարատ,Արտաշատ / Դեղձուտ,գ. Դեղձուտի մ/դ,6
Արագածոտն,Թալին / Դիան,գ. Դիանի հմ/դ,1
Արարատ,Արտաշատ / Դիմիտրով,գ. Դիմիտրովի մ/դ,11
Արարատ,Արտաշատ / Դիտակ,գ. Դիտակի մ/դ,4
Տավուշ,Իջևան / Դիտավան,գ. Դիտավանի հմ/դ,1
Արմավիր,Վաղարշապատ / Դողս,գ. Դողսի մ/դ,7
Տավուշ,Նոյեմբերյան / Դովեղ,գ. Դովեղի մ/դ,6
Գեղարքունիք,Ճամբարակ / Դպրաբակ,գ. Դպրաբակի մ/դ,6
Լոռի,Ալավերդի / Դսեղ,գ. Դսեղի Հ.Թումանյանի անվ. մ/դ,10
Գեղարքունիք,Ճամբարակ / Դրախտիկ,գ. Դրախտիկի մ/դ,5
Վայոց Ձոր,Եղեգնաձոր / Ելփին,գ. Ելփինի մ/դ,6
Սյունիք,Կապան / Եղեգ,գ. Եղեգի մ/դ,2
Վայոց Ձոր,Եղեգնաձոր / Եղեգիս,գ. Եղեգիսի մ/դ,1
Արարատ,Վեդի / Եղեգնավան,գ. Եղեգնավանի մ/դ,17
Լոռի,Փամբակ / Եղեգնուտ,գ. Եղեգնուտի մ/դ,4
Արմավիր,Արմավիր / Եղեգնուտ,գ. Եղեգնուտի մ/դ,8
Արագածոտն,Ապարան / Եղիպատրուշ,գ. Եղիպատրուշի մ/դ,5
Արագածոտն,Թալին / Եղնիկ,գ. Եղնիկի հմ/դ,4
Սյունիք,Կապան / Եղվարդ,գ. Եղվարդի մ/դ,3
Տավուշ,Իջևան / Ենոքավան,գ. Ենոքավանի մ/դ,5
Շիրակ,Ախուրյան / Երազգավորս,գ. Երազգավորսի մ/դ,5
Գեղարքունիք,Մարտունի / Երանոս,գ. Երանոսի հ․ 1 մ/դ,17
Գեղարքունիք,Մարտունի / Երանոս,գ. Երանոսի հ․ 2 մ/դ,8
Արմավիր,Արմավիր / Երասխահուն,գ. Երասխահունի Մ. Գևորգյանի անվ. մ/դ,10
Արարատ,Արարատ / Երասխ,գ. Երասխի մ/դ,7
Արագածոտն,Ապարան / Երնջատափ,գ. Երնջատապի մ/դ,4
Արմավիր,Բաղրամյան / Երվանդաշատ,գ. Երվանդաշատի մ/դ,3
Արարատ,Արարատ / Զանգակատուն,գ. Զանգակատան մ/դ,1
Կոտայք,Աբովյան / Զառ,գ. Զառի Ժ.Սարգսյանի անվ. մ/դ,12
Վայոց Ձոր,Վայք / Զառիթափ,գ. Զառիթափի Ա.Մելիքյանի անվ. մ/դ,6
Արմավիր,Արմավիր / Զարթոնք,գ. Զարթոնքի մ/դ,15
Արագածոտն,Թալին / Զարինջա,գ. Զարինջայի մ/դ,3
Գեղարքունիք,Մարտունի / Զոլաքար,գ. Զոլաքարի Ա.Վարդանյանի անվ. հ․ 2 մ/դ,14
Գեղարքունիք,Մարտունի / Զոլաքար,գ. Զոլաքարի հ․ 1 մ/դ,15
Գեղարքունիք,Սևան / Զովաբեր,գ. Զովաբերի մ/դ,8
Արագածոտն,Թալին / Զովասար,գ. Զովասարի մ/դ,4
Կոտայք,Նաիրի / Զովունի,գ. Զովունիի Ռ.Բաղդասարյանի անվ. մ/դ,37
Կոտայք,Աբովյան / Զովք,գ. Զովքի Գ.Շահինյանի անվ. մ/դ,11
Տավուշ,Նոյեմբերյան / Զորական,գ. Զորականի մ/դ,4
Արարատ,Մասիս / Զորակ,գ. Զորակի Մոնթե Մելքոնյանի անվան մ/դ,13
Կոտայք,Նաիրի / Զորավան,գ. Զորավանի մ/դ,11
Շիրակ,Աշոցք / Զույգաղբյուր,գ. Զույգաղբյուրի մ/դ,3
Արագածոտն,Թալին / Թաթուլ,գ. Թաթուլի մ/դ,5
Արմավիր,Վաղարշապատ / Թաիրով,գ. Թաիրովի մ/դ,26
Սյունիք,Սիսիան / Թասիկ,գ. Թասիկի հմ/դ,1
Կոտայք,Նաիրի / Թեղենիք,գ. Թեղենիքի Վ.Ջինիշյանի անվ. մ/դ,1
Լոռի,Ալավերդի / Թեղուտ,գ. Թեղուտի մ/դ,2
Տավուշ,Դիլիջան / Թեղուտ,գ. Թեղուտի մ/դ,11
Գեղարքունիք,Ճամբարակ / Թթուջուր,գ. Թթուջուրի մ/դ,5
Արագածոտն,Ապարան / Թթուջուր,գ. Թթուջրի հմ/դ,3
Տավուշ,Տավուշ / Իծաքար,գ. Իծաքարի հմ/դ,3
Սյունիք,Սիսիան / Իշխանասար,գ. Իշխանասարի հմ/դ,4
Շիրակ,Անի / Իսահակյան,գ. Իսահակյանի մ/դ,3
Արագածոտն,Թալին / Իրինդ,գ. Իրինդի Մ.Քոթանյանի անվ. մ/դ,3
Արարատ,Արտաշատ / Լանջազատ,գ. Լանջազատի մ/դ,13
Գեղարքունիք,Գավառ / Լանջաղբյուր,գ. Լանջաղբյուրի մ/դ,7
Արարատ,Արարատ / Լանջառ,գ. Լանջառի հմ/դ,1
Շիրակ,Անի / Լանջիկ,գ. Լանջիկի մ/դ,5
Սյունիք,Մեղրի / Լեհվազ,գ. Լեհվազի մ/դ,4
Արմավիր,Արմավիր / Լենուղի,գ. Լենուղու Ջիվանու անվ. մ/դ,10
Լոռի,Ստեփանավան / Լեջան,գ. Լեջանի մ/դ,2
Արմավիր,Բաղրամյան / Լեռնագոգ,գ. Լեռնագոգի Օնիկ Փակումեանի մ/դ,12
Գեղարքունիք,Մարտունի / Լեռնակերտ,գ. Լեռնակերտի հմ/դ,3
Շիրակ,Արթիկ / Լեռնակերտ,գ. Լեռնակերտի մ/դ,7
Լոռի,Տաշիր / Լեռնահովիտ,գ. Լեռնահովիտի մ/դ,5
Սյունիք,Կապան / Լեռնաձոր,գ. Լեռնաձորի հմ/դ,5
Կոտայք,Հրազդան / Լեռնանիստ,գ. Լեռնանիստի Ս.Նազարյանի անվ. մ/դ,16
Լոռի,Սպիտակ / Լեռնանցք,գ. Լեռնանցքի մ/դ,9
Լոռի,Գուգարք / Լեռնապատի,գ. Լեռնապատի Ե.Դալլաքյանի անվ. մ/դ,14
Արագածոտն,Արագած / Լեռնապար,գ. Լեռնապարի մ/դ,1
Լոռի,Սպիտակ / Լեռնավան,գ. Լեռնավանի մ/դ,4
Արագածոտն,Աշտարակ / Լեռնարոտ,գ. Լեռնարոտի Գ.Միքայելյանի անվ. մ/դ,1
Լոռի,Գուգարք / Լերմոնտովո,գ. Լերմոնտովոյի մ/դ,8
Գեղարքունիք,Մարտունի / Լիճք,գ. Լիճքի Հ. Թումանյանի անվ. մ/դ,41
Գեղարքունիք,Մարտունի / Լիճք,գ. Լիճքի հմ/դ,2
Գեղարքունիք,Սևան / Լճաշեն,գ. Լճաշենի մ/դ,21
Գեղարքունիք,Վարդենիս / Լճավան,գ. Լճավանի Ա․Խաչատրյանի անվ․ մ/դ,5
Գեղարքունիք,Գավառ / Լճափ,գ. Լճափի մ/դ,5
Տավուշ,Նոյեմբերյան / Լճկաձոր,գ. Լճկաձորի հմ/դ,4
Լոռի,Ստեփանավան / Լոռի Բերդ,գ. Լոռի Բերդի հմ/դ,2
Սյունիք,Սիսիան / Լոր,գ. Լորի մ/դ,1
Լոռի,Ալավերդի / Լորուտ,գ. Լորուտի մ/դ,3
Արմավիր,Արմավիր / Լուկաշեն,գ. Լուկաշինի Հ. Ավետիսյանի անվ. մ/դ,14
Արմավիր,Վաղարշապատ / Լուսագյուղ,գ. Լուսագյուղի մ/դ,4
Արագածոտն,Ապարան / Լուսագյուղ,գ. Լուսագյուղի մ/դ,6
Շիրակ,Արթիկ / Լուսակերտ,գ. Լուսակերտի մ/դ,2
Արագածոտն,Թալին / Լուսակն,գ. Լուսակնի միջնակարգ դպրոց,1
Գեղարքունիք,Վարդենիս / Լուսակունք,գ. Լուսակունքի մ/դ,7
Տավուշ,Իջևան / Լուսահովիտ,գ. Լուսահովիտի հմ/դ,1
Տավուշ,Իջևան / Լուսաձոր,գ. Լուսաձորի հմ/դ,5
Լոռի,Սպիտակ / Լուսաղբյուր,գ. Լուսաղբյուրի մ/դ,5
Շիրակ,Անի / Լուսաղբյուր,գ. Լուսաղբյուրի մ/դ,7
Արարատ,Արարատ / Լուսաշողի,գ. Լուսաշողի մ/դ,3
Արարատ,Արարատ / Լուսառատ,գ. Լուսառատի մ/դ,15
Արմավիր,Արմավիր / Խանջյան,գ. Խանջյանի Ա. Հակոբյանի անվ. մ/դ,10
Գեղարքունիք,Վարդենիս / Խաչաղբյուր,գ. Խաչաղբյուրի մ/դ,6
Տավուշ,Դիլիջան / Խաչարձան,գ. Խաչարձանի մ/դ,3
Վայոց Ձոր,Եղեգնաձոր / Խաչիկ,գ. Խաչիկի մ/դ,5
Արարատ,Մասիս / Խաչփառ,գ. Խաչփարի մ/դ,15
Սյունիք,Գորիս / Խնածախ,Գ. Խնածախի մ/դ,2
Սյունիք,Գորիս / Խնձորեսկ,գ. Խնձորեսկի մ/դ,6
Վայոց Ձոր,Վայք / Խնձորուտ,գ. Խնձորուտի մ/դ,1
Սյունիք,Գորիս / Խոզնավարի,գ. Խոզնավարի մ/դ,3
Սյունիք,Գորիս / Խոտ,գ. Խոտի մ/դ,7
Արմավիր,Վաղարշապատ / Խորոնք,գ. Խորոնքի մ/դ,10
Լոռի,Ալավերդի / Ծաթեր,գ. Ծաթերի հմ/դ,3
Գեղարքունիք,Մարտունի / Ծակքար,գ. Ծակքարի մ/դ,14
Լոռի,Սպիտակ / Ծաղկաբեր,գ. Ծաղկաբերի Դ.Մարտիրոսյանի անվ. մ/դ,5
Արմավիր,Վաղարշապատ / Ծաղկալանջ,գ. Ծաղկալանջի մ/դ,14
Արագածոտն,Ծաղկահովիտ / Ծաղկահովիտ,գ. Ծաղկահովիտի մ/դ,13
Գեղարքունիք,Գավառ / Ծաղկաշեն,գ. Ծաղկաշենի մ/դ,7
Շիրակ,Ամասիա / Ծաղկուտ,գ. Ծաղկուտի մ/դ,2
Սյունիք,Կապան / Ծավ,գ. Ծավի մ/դ,1
Արմավիր,Վաղարշապատ / Ծիածան,գ. Ծիածանի մ/դ,20
Արագածոտն,Արագած / Ծիլքար,գ. Ծիլքարի մ/դ,5
Սյունիք,Սիսիան / Ծղուկ,գ. Ծղուկի մ/դ,1
Գեղարքունիք,Սևան / Ծովագյուղ,գ. Ծովագյուղի մ/դ,33
Գեղարքունիք,Գավառ / Ծովազարդ,գ. Ծովազարդի մ/դ,8
Գեղարքունիք,Վարդենիս / Ծովակ,գ. Ծովակի մ/դ,17
Գեղարքունիք,Մարտունի / Ծովասար,գ. Ծովասարի Բ. Մուրադյանի անվ. մ/դ,21
Գեղարքունիք,Մարտունի / Ծովինար,գ. Ծովինարի Արծրուն Խաչատրյանի անվ. մ/դ,19
Գեղարքունիք,Մարտունի / Ծովինար,գ. Ծովինարի տ/դ,5
Կոտայք,Աբովյան / Կաթնաղբյուր,գ. Կաթնաղբյուրի հմ/դ,4
Արագածոտն,Թալին / Կաթնաղբյուր,գ. Կաթնաղբյուրի Մ.Գալշոյանի անվ. մ/դ,10
Լոռի,Ստեփանավան / Կաթնաղբյուր,գ. Կաթնաղբյուրի մ/դ,5
Լոռի,Սպիտակ / Կաթնաջուր,գ. Կաթնաջրի Ս. Սեյրանյանի անվ. մ/դ,7
Լոռի,Տաշիր / Կաթնառատ,գ. Կաթնառատի մ/դ,4
Գեղարքունիք,Վարդենիս / Կախակն,գ. Կախակնի մ/դ,2
Լոռի,Ալավերդի / Կաճաճկուտ,գ. Կաճաճկուտի հմ/դ,3
Կոտայք,Աբովյան / Կամարիս,գ. Կամարիսի մ/դ,12
Շիրակ,Ախուրյան / Կամո,գ. Կամոյի մ/դ,4
Արագածոտն,Ապարան / Կայքի,գ. Կայքի մ/դ,3
Արարատ,Արտաշատ / Կանաչուտ,գ. Կանաչուտի Գ.Եփրեմյանի անվ. մ/դ,8
Արագածոտն,Թալին / Կանչ,գ. Կանչի հմ/դ,1
Կոտայք,Աբովյան / Կապուտան,գ. Կապուտանի մ/դ,8
Շիրակ,Ախուրյան / Կապս,գ. Կապսի մ/դ,4
Շիրակ,Ախուրյան / Կառնուտ,գ. Կառնուտի մ/դ,3
Արագածոտն,Աշտարակ / Կարբի,գ. Կարբիի մ/դ,45
Կոտայք,Հրազդան / Կարենիս,գ. Կարենիսի մ/դ,5
Արագածոտն,Աշտարակ / Կարին,գ. Կարինի մ/դ,5
Գեղարքունիք,Վարդենիս / Կարճաղբյուր,գ. Կարճաղբյուրի Ա. Գրիգորյանի անվ. մ/դ,17
Սյունիք,Մեղրի / Կարճևան,գ. Կարճևանի հմ/դ,1
Լոռի,Ալավերդի / Կարմիր Աղեգի,գ. Կարմիր Աղեգու հմ/դ,3
Գեղարքունիք,Գավառ / Կարմիրգյուղ,գ. Կարմիրգյուղի թիվ 2 մ/դ,16
Գեղարքունիք,Գավառ / Կարմիրգյուղ,գ. Կարմիրգյուղի հ․ 1 մ/դ,13
Արագածոտն,Թալին / Կարմրաշեն,գ. Կարմրաշենի Ա. Ասլանյանի անվան մ/դ,1
Շիրակ,Աշոցք / Կարմրավան,գ. Կարմրավանի հմ/դ,1
Արագածոտն,Թալին / Կաքավաձոր,գ. Կաքավաձորի մ/դ,9
Շիրակ,Աշոցք / Կաքավասար,գ. Կաքավասարի տ/դ,1
Տավուշ,Նոյեմբերյան / Կոթի,գ. Կոթիի մ/դ,11
Տավուշ,Նոյեմբերյան / Կողբ,գ. Կողբի Ջ.Կարախանյանի անվ. թիվ 1 մ/դ,11
Լոռի,Ստեփանավան / Կողես,գ. Կողեսի հմ/դ,4
Արագածոտն,Աշտարակ / Կոշ,գ. Կոշի մ/դ,28
Սյունիք,Գորիս / Կոռնիձոր,գ. Կոռնիձորի մ/դ,2
Կոտայք,Աբովյան / Կոտայք,գ. Կոտայքի Ս.Վարդանյանի անվ. մ/դ,13
Գեղարքունիք,Վարդենիս / Կութ,գ. Կութի մ/դ,1
Լոռի,Ստեփանավան / Կուրթան,գ. Կուրթանի մ/դ,4
Շիրակ,Ախուրյան / Կրաշեն,գ. Կրաշենի հմ/դ,1
Շիրակ,Աշոցք / Կրասար,գ. Կրասարի մ/դ,1
Լոռի,Ալավերդի / Հագվի,գ. Հագվու հմ/դ,3
Սյունիք,Գորիս / Հալիձոր,գ. Հալիձորի մ/դ,2
Արագածոտն,Թալին / Հակկո,գ. Հակոյի հմ/դ,1
Տավուշ,Դիլիջան / Հաղարծին,գ. Հաղարծինի մ/դ,31
Տավուշ,Նոյեմբերյան / Հաղթանակ,գ. Հաղթանակի մ/դ,9
Լոռի,Ալավերդի / Հաղպատ,գ. Հաղպատի մ/դ,1
Արարատ,Մասիս / Հայանիստ,գ. Հայանիստի մ/դ,19
Արմավիր,Վաղարշապատ / Հայթաղ,գ. Հայթաղի Հ.Կարապետյանի անվ. մ/դ,20
Շիրակ,Անի / Հայկաձոր,գ. Հայկաձորի մ/դ,7
Արմավիր,Վաղարշապատ / Հայկաշեն,գ. Հայկաշենի Գ.Կիրակոսյանի անվ. մ/դ,14
Շիրակ,Արթիկ / Հայկասար,գ. Հայկասարի հմ/դ,1
Արմավիր,Արմավիր / Հայկավան,գ. Հայկավանի մ/դ,5
Շիրակ,Ախուրյան / Հայկավան,գ. Հայկավանի մ/դ,2
Գեղարքունիք,Գավառ / Հայրավանք,գ. Հայրավանքի մ/դ,7
Շիրակ,Արթիկ / Հայրենյաց,գ. Հայրենյացի մ/դ,4
Շիրակ,Արթիկ / Հառիճ,գ. Հառիճի մ/դ,7
Կոտայք,Աբովյան / Հատիս,գ. Հատիսի Վ.Վարդանյանի անվ. մ/դ,5
Լոռի,Սպիտակ / Հարթագյուղ,գ. Հարթագյուղի մ/դ,8
Շիրակ,Աշոցք / Հարթաշեն,գ. Հարթաշենի հմ/դ,1
Սյունիք,Գորիս / Հարթաշեն,գ. Հարթաշենի մ/դ,5
Արագածոտն,Ապարան / Հարթավան,գ. Հարթավանի մ/դ,6
Սյունիք,Գորիս / Հարժիս,գ. Հարժիսի մ/դ,1
Արագածոտն,Թալին / Հացաշեն,գ. Հացաշենի հմ/դ,1
Կոտայք,Աբովյան / Հացավան,գ. Հացավանի Հ.Մանուկյանի անվ. մ/դ,1
Սյունիք,Սիսիան / Հացավան,գ. Հացավանի մ/դ,1
Արմավիր,Արմավիր / Հացիկ,գ. Հացիկի Ա.Բաղդասրյանի անվ. մ/դ,11
Շիրակ,Ախուրյան / Հացիկ,գ. Հացիկի մ/դ,8
Վայոց Ձոր,Վայք / Հերհեր,գ. Հերհերի մ/դ,3
Վայոց Ձոր,Եղեգնաձոր / Հերմոն,գ. Հերմոնի հմ/դ,1
Արագածոտն,Արագած / Հնաբերդ,գ. Հնաբերդի մ/դ,16
Արարատ,Արտաշատ / Հնաբերդ,գ. Հնաբերդի մ/դ,7
Լոռի,Ստեփանավան / Հոբարձի,գ. Հոբարձու Ա. Ղուկասյանի անվ. մ/դ,3
Շիրակ,Ամասիա / Հողմիկ,գ. Հողմիկի մ/դ,1
Շիրակ,Արթիկ / Հոռոմ,գ. Հոռոմի մ/դ,12
Շիրակ,Ախուրյան / Հովիտ,գ. Հովիտի մ/դ,4
Շիրակ,Ախուրյան / Հովունի,գ. Հովունու մ/դ,2
Արմավիր,Վաղարշապատ / Հովտամեջ,գ. Հովտամեջի մ/դ,2
Արարատ,Մասիս / Հովտաշատ,գ. Հովտաշատի մ/դ,22
Շիրակ,Արթիկ / Հովտաշեն,գ. Հովտաշենի հմ/դ,2
Արարատ,Արտաշատ / Հովտաշեն,գ. Հովտաշենի մ/դ,11
Տավուշ,Դիլիջան / Հովք,գ. Հովքի մ/դ,2
Վայոց Ձոր,Եղեգնաձոր / Հորբատեղ,գ. Հորբատեղի հմ/դ,2
Արմավիր,Բաղրամյան / Հուշակերտ,գ. Հուշակերտի մ/դ,6
Շիրակ,Անի / Ձիթիանքով,գ. Ձիթհանքովի մ/դ,5
Գեղարքունիք,Մարտունի / Ձորագյուղ,գ. Ձորագյուղի Հ. Ղազարյանի անվ. հմ/դ,41
Լոռի,Գուգարք / Ձորագյուղ,գ. Ձորագյուղի հմ/դ,1
Շիրակ,Անի / Ձորակապ,գ. Ձորակապի մ/դ,9
Կոտայք,Աբովյան / Ձորաղբյուր,գ. Ձորաղբյուրի Վահունի Կարապետյանի անվան մ/դ,13
Լոռի,Տաշիր / Ձորամուտ,գ. Ձորամուտի մ/դ,1
Շիրակ,Աշոցք / Ձորաշեն,գ. Ձորաշենի մ/դ,3
Շիրակ,Աշոցք / Ղազանչի,գ. Ղազանչիի մ/դ,5
Արագածոտն,Աշտարակ / Ղազարավան,գ. Ղազարավանի մ/դ,2
Շիրակ,Ախուրյան / Ղարիբջանյան,գ. Ղարիբջանյանի մ/դ,3
Արարատ,Մասիս / Ղուկասավան,գ. Ղուկասավանի մ/դ,8
Արագածոտն,Արագած / Ճարճարկիս,գ. Ճարճակիսի մ/դ,3
Լոռի,Ալավերդի / Ճոճկան,գ. Ճոճկանի մ/դ,11
Գեղարքունիք,Մարտունի / Մադինա,գ. Մադինայի մ/դ,8
Վայոց Ձոր,Եղեգնաձոր / Մալիշկա,գ. Մալիշկայի թիվ 1 մ/դ,12
Վայոց Ձոր,Եղեգնաձոր / Մալիշկա,գ. Մալիշկայի Մ. Լոմոնոսովի անվան մ/դ,4
Կոտայք,Աբովյան / Մայակովսկի,գ. Մայակովսկու Հ.Հովհաննիսյանի անվ. մ/դ,13
Արմավիր,Արմավիր / Մայիսյան,գ. Մայիսյանի մ/դ,12
Շիրակ,Ախուրյան / Մայիսյան,գ. Մայիսյանի մ/դ,8
Արարատ,Արտաշատ / Մասիս,գ. Մասիսի մ/դ,25
Արագածոտն,Թալին / Մաստարա,գ. Մաստարայի մ/դ,14
Լոռի,Գուգարք / Մարգահովիտ,գ. Մարգահովտի Հ.Թումանյանի անվ. մ/դ,15
Արմավիր,Արմավիր / Մարգարա,գ. Մարգարայի մ/դ,5
Շիրակ,Ախուրյան / Մարմաշեն,գ. Մարմաշենի մ/դ,6
Արարատ,Մասիս / Մարմարաշեն,գ. Մարմարաշենի մ/դ,30
Կոտայք,Հրազդան / Մարմարիկ,գ. Մարմարիկի մ/դ,3
Վայոց Ձոր,Վայք / Մարտիրոս,գ. Մարտիրոսի մ/դ,2
Գեղարքունիք,Ճամբարակ / Մարտունի,գ. Մարտունու մ/դ,4
Լոռի,Ալավերդի / Մարցի,գ. Մարցի մ/դ,4
Գեղարքունիք,Վարդենիս / Մաքենիսի,գ. Մաքենիսի մ/դ,1
Լոռի,Տաշիր / Մեդովկա,գ. Մեդովկայի մ/դ,3
Արագածոտն,Արագած / Մելիքգյուզ,գ. Մելիքգյուղի մ/դ,8
Գեղարքունիք,Վարդենիս / Մեծ Մասրիկի,գ. Մեծ Մասրիկի մ/դ,17
Լոռի,Սպիտակ / Մեծ Պարնի,գ. Մեծ Պարնիի Մ.Մելքոնյանի անվ. մ/դ,12
Շիրակ,Ախուրյան / Մեծ Սարիար,գ. Մեծ Սարիարի մ/դ,3
Շիրակ,Աշոցք / Մեծ Սեպասար,գ. Մեծ Սեպասարի մ/դ,7
Արմավիր,Վաղարշապատ / Մեծամոր,գ. Մեծամորի մ/դ,10
Լոռի,Տաշիր / Մեծավան,գ. Մեծավանի թիվ 1 մ/դ,9
Լոռի,Տաշիր / Մեծավան,գ. Մեծավանի թիվ 2 մ/դ,12
Կոտայք,Հրազդան / Մեղրաձոր,գ. Մեղրաձորի Հ.Հակոբյանի անվ. մ/դ,18
Շիրակ,Արթիկ / Մեղրաշեն,գ. Մեղրաշենի մ/դ,4
Արմավիր,Վաղարշապատ / Մերձավան,գ. Մերձավանի մ/դ,25
Լոռի,Տաշիր / Միխայլովկա,գ. Միխայլովկայի մ/դ,4
Արագածոտն,Արագած / Միջնատուն,գ. Միջնատունի հմ/դ,1
Արարատ,Արտաշատ / Մխչյան,գ. Մխչյանի մ/դ,26
Արմավիր,Բաղրամյան / Մյասնիկյան,գ. Մյասնիկյանի Արայի անվ. մ/դ,29
Տավուշ,Տավուշ / Մոսեսգեղ,գ. Մոսեսգեղի Պ. Ավալյանի անվան մ/դ,3
Արմավիր,Վաղարշապատ / Մուսալեռ,գ. Մուսալեռի Ֆ.Վերֆելի անվ. մ/դ,22
Շիրակ,Աշոցք / Մուսայելյան,գ. Մուսայելյանի մ/դ,2
Շիրակ,Ախուրյան / Բասեն,գ. Մուսայելյանի մ/դ,10
Սյունիք,Սիսիան / Մուցք,գ. Մուցքի հմ/դ,1
Արմավիր,Մեծամոր / Մրգաշատ,գ. Մրգաշատի Մ.Մաղաքյանի անվ. թիվ 2 մ/դ,22
Արմավիր,Մեծամոր / Մրգաշատ,գ. Մրգաշատի Վ.Ափոյանի անվ. թիվ 1 մ/դ,20
Կոտայք,Նաիրի / Մրգաշեն,գ. Մրգաշենի մ/դ,13
Արմավիր,Վաղարշապատ / Մրգաստան,գ. Մրգաստանի Կ.Հարությունյանի անվ. մ/դ,11
Արարատ,Արտաշատ / Մրգավան,գ. Մրգավանի մ/դ,18
Արարատ,Արտաշատ / Մրգավետ,գ. Մրգավետի մ/դ,20
Լոռի,Ստեփանավան / Յաղդան,գ. Յաղդանի հմ/դ,4
Գեղարքունիք,Մարտունի / Ներքին Գետաշեն,գ. Ն. Գետաշենի հ․ 1 մ/դ,45
Գեղարքունիք,Մարտունի / Ներքին Գետաշեն,գ. Ն.Գետաշենի Ա.Եղիազարյանի անվ. հ․ 2 մ/դ,19
Արարատ,Արտաշատ / Ն. Դվին,գ. Ն.Դվինի Լ.Ազգալդյանի անվ. մ/դ,25
Տավուշ,Տավուշ / Ն. Կ. Աղբյուր,գ. Ն.Կ.Աղբյուրի մ/դ,4
Արմավիր,Արմավիր / Նալբանդյան,գ. Նալբանդյանի Պերճուհի և Արմէն Նալպանտեանների անվ. մ/դ,24
Շիրակ,Արթիկ / Նահապետավան,գ. Նահապետավանի մ/դ,5
Տավուշ,Տավուշ / Նավուր,գ. Նավուրի մ/դ,6
Արարատ,Արտաշատ / Նարեկ,գ. Նարեկի մ/դ,13
Լոռի,Ալավերդի / Նեղոց,գ. Նեղոցի հմ/դ,1
Սյունիք,Գորիս / Ներքին Խնձորեսկ,գ. Ներքին Խնձորեսկի մ/դ,1
Արագածոտն,Թալին / Ներքին Սասնաշեն,գ. Ներքին Սասնաշենի մ/դ,4
Արագածոտն,Ապարան / Նիգավան,գ. Նիգավանի մ/դ,2
Արարատ,Մասիս / Նիզամի,գ. Նիզամիի մ/դ,13
Արարատ,Արտաշատ / Նշավան,գ. Նշավանի մ/դ,20
Արարատ,Արարատ / Նոյակերտ,գ. Նոյակերտի մ/դ,11
Արմավիր,Արմավիր / Նոր Ամասիա,գ. Նոր Ամասիայի մ/դ,3
Արմավիր,Արմավիր / Նոր Արմավիր,գ. Նոր Արմավիրի մ/դ,13
Արմավիր,Արմավիր / Նոր Արտագերս,գ. Նոր Արտագերսի մ/դ,11
