Հաշվետվության ձևավորման ամսաթիվը / 2025-11-20,Հաշվետվության ձևավորման ամսաթիվը / 2025-11-20,Հաշվետվության ձևավորման ամսաթիվը / 2025-11-20,Հաշվետվության ձևավորման ամսաթիվը / 2025-11-20,Հաշվետվության ձևավորման ամսաթիվը / 2025-11-20,Հաշվետվության ձևավորման ամսաթիվը / 2025-11-20,Հաշվետվության ձևավորման ամսաթիվը / 2025-11-20,Հաշվետվության ձևավորման ամսաթիվը / 2025-11-20,Հաշվետվության ձևավորման ամսաթիվը / 2025-11-20,Հաշվետվության ձևավորման ամսաթիվը / 2025-11-20
Օգտագործված են հետևյալ ֆիլտրերը,Օգտագործված են հետևյալ ֆիլտրերը,Օգտագործված են հետևյալ ֆիլտրերը,Օգտագործված են հետևյալ ֆիլտրերը,Օգտագործված են հետևյալ ֆիլտրերը,Օգտագործված են հետևյալ ֆիլտրերը,Օգտագործված են հետևյալ ֆիլտրերը,Օգտագործված են հետևյալ ֆիլտրերը,Օգտագործված են հետևյալ ֆիլտրերը,Օգտագործված են հետևյալ ֆիլտրերը
Աշակերտներ / Սեռ  / Արական,Աշակերտներ / Սեռ  / Արական,Աշակերտներ / Սեռ  / Արական,Աշակերտներ / Սեռ  / Արական,Աշակերտներ / Սեռ  / Արական,Աշակերտներ / Սեռ  / Արական,Աշակերտներ / Սեռ  / Արական,Աշակերտներ / Սեռ  / Արական,Աշակերտներ / Սեռ  / Արական,Աշակերտներ / Սեռ  / Արական
Աշակերտներ / Որ երկրից է  / 6 items selected,Աշակերտներ / Որ երկրից է  / 6 items selected,Աշակերտներ / Որ երկրից է  / 6 items selected,Աշակերտներ / Որ երկրից է  / 6 items selected,Աշակերտներ / Որ երկրից է  / 6 items selected,Աշակերտներ / Որ երկրից է  / 6 items selected,Աշակերտներ / Որ երկրից է  / 6 items selected,Աշակերտներ / Որ երկրից է  / 6 items selected,Աշակերտներ / Որ երկրից է  / 6 items selected,Աշակերտներ / Որ երկրից է  / 6 items selected
Մարզ,Շրջան/համայնք,Դպրոց,Աշակերտներ,Որ երկրից է / Ռուսաստան,Որ երկրից է / ԱՄՆ,Որ երկրից է / Հայաստան,Որ երկրից է / Արցախ,Որ երկրից է / Ուկրաինա,Որ երկրից է / Ֆրանսիա
Շիրակ,Աշոցք / Կարմրավան,գ. Կարմրավանի հմ/դ,10,- չունի -,- չունի -,10,- չունի -,- չունի -,- չունի -
Արագածոտն,Թալին / Կաքավաձոր,գ. Կաքավաձորի մ/դ,70,- չունի -,- չունի -,70,- չունի -,- չունի -,- չունի -
Շիրակ,Աշոցք / Կաքավասար,գ. Կաքավասարի տ/դ,1,- չունի -,- չունի -,1,- չունի -,- չունի -,- չունի -
Տավուշ,Իջևան / Կիրանց,գ. Կիրանցի հմ/դ,10,- չունի -,- չունի -,10,- չունի -,- չունի -,- չունի -
Տավուշ,Նոյեմբերյան / Կոթի,գ. Կոթիի մ/դ,88,1,- չունի -,86,1,- չունի -,- չունի -
Տավուշ,Նոյեմբերյան / Կողբ,գ. Կողբի Ջ.Կարախանյանի անվ. թիվ 1 մ/դ,101,- չունի -,- չունի -,100,1,- չունի -,- չունի -
Լոռի,Ստեփանավան / Կողես,գ. Կողեսի հմ/դ,10,- չունի -,- չունի -,10,- չունի -,- չունի -,- չունի -
Արագածոտն,Աշտարակ / Կոշ,գ. Կոշի մ/դ,202,- չունի -,- չունի -,198,4,- չունի -,- չունի -
Սյունիք,Գորիս / Կոռնիձոր,գ. Կոռնիձորի մ/դ,48,- չունի -,- չունի -,47,1,- չունի -,- չունի -
Կոտայք,Աբովյան / Կոտայք,գ. Կոտայքի Ս.Վարդանյանի անվ. մ/դ,84,2,- չունի -,77,5,- չունի -,- չունի -
Գեղարքունիք,Վարդենիս / Կութ,գ. Կութի մ/դ,8,- չունի -,- չունի -,8,- չունի -,- չունի -,- չունի -
Գեղարքունիք,Վարդենիս / Կուտականի,գ. Կուտականի մ/դ,4,- չունի -,- չունի -,4,- չունի -,- չունի -,- չունի -
Լոռի,Ստեփանավան / Կուրթան,գ. Կուրթանի մ/դ,110,- չունի -,- չունի -,110,- չունի -,- չունի -,- չունի -
Շիրակ,Ախուրյան / Կրաշեն,գ. Կրաշենի հմ/դ,10,- չունի -,- չունի -,10,- չունի -,- չունի -,- չունի -
Շիրակ,Աշոցք / Կրասար,գ. Կրասարի մ/դ,24,- չունի -,- չունի -,24,- չունի -,- չունի -,- չունի -
Լոռի,Ալավերդի / Հագվի,գ. Հագվու հմ/դ,23,- չունի -,- չունի -,23,- չունի -,- չունի -,- չունի -
Սյունիք,Գորիս / Հալիձոր,գ. Հալիձորի մ/դ,31,- չունի -,- չունի -,31,- չունի -,- չունի -,- չունի -
Արագածոտն,Թալին / Հակկո,գ. Հակոյի հմ/դ,8,- չունի -,- չունի -,8,- չունի -,- չունի -,- չունի -
Տավուշ,Դիլիջան / Հաղարծին,գ. Հաղարծինի մ/դ,256,1,- չունի -,253,2,- չունի -,- չունի -
Տավուշ,Նոյեմբերյան / Հաղթանակ,գ. Հաղթանակի մ/դ,86,- չունի -,- չունի -,83,3,- չունի -,- չունի -
Լոռի,Ալավերդի / Հաղպատ,գ. Հաղպատի մ/դ,47,2,- չունի -,45,- չունի -,- չունի -,- չունի -
Արարատ,Մասիս / Հայանիստ,գ. Հայանիստի մ/դ,174,1,- չունի -,153,20,- չունի -,- չունի -
Արմավիր,Վաղարշապատ / Հայթաղ,գ. Հայթաղի Հ.Կարապետյանի անվ. մ/դ,214,1,- չունի -,210,3,- չունի -,- չունի -
Շիրակ,Անի / Հայկաձոր,գ. Հայկաձորի մ/դ,34,- չունի -,- չունի -,34,- չունի -,- չունի -,- չունի -
Արմավիր,Վաղարշապատ / Հայկաշեն,գ. Հայկաշենի Գ.Կիրակոսյանի անվ. մ/դ,70,- չունի -,- չունի -,70,- չունի -,- չունի -,- չունի -
Շիրակ,Արթիկ / Հայկասար,գ. Հայկասարի հմ/դ,8,- չունի -,- չունի -,7,1,- չունի -,- չունի -
Արմավիր,Արմավիր / Հայկավան,գ. Հայկավանի մ/դ,71,- չունի -,- չունի -,70,1,- չունի -,- չունի -
Շիրակ,Ախուրյան / Հայկավան,գ. Հայկավանի մ/դ,68,- չունի -,- չունի -,68,- չունի -,- չունի -,- չունի -
Գեղարքունիք,Գավառ / Հայրավանք,գ. Հայրավանքի մ/դ,71,- չունի -,- չունի -,67,4,- չունի -,- չունի -
Շիրակ,Արթիկ / Հայրենյաց,գ. Հայրենյացի մ/դ,53,- չունի -,- չունի -,53,- չունի -,- չունի -,- չունի -
Շիրակ,Արթիկ / Հառիճ,գ. Հառիճի մ/դ,67,1,- չունի -,66,- չունի -,- չունի -,- չունի -
Կոտայք,Աբովյան / Հատիս,գ. Հատիսի Վ.Վարդանյանի անվ. մ/դ,22,- չունի -,- չունի -,22,- չունի -,- չունի -,- չունի -
Լոռի,Սպիտակ / Հարթագյուղ,գ. Հարթագյուղի մ/դ,50,- չունի -,- չունի -,49,1,- չունի -,- չունի -
Շիրակ,Աշոցք / Հարթաշեն,գ. Հարթաշենի հմ/դ,9,- չունի -,- չունի -,9,- չունի -,- չունի -,- չունի -
Սյունիք,Գորիս / Հարթաշեն,գ. Հարթաշենի մ/դ,48,- չունի -,- չունի -,47,1,- չունի -,- չունի -
Արագածոտն,Ապարան / Հարթավան,գ. Հարթավանի մ/դ,71,- չունի -,- չունի -,71,- չունի -,- չունի -,- չունի -
Սյունիք,Գորիս / Հարժիս,գ. Հարժիսի մ/դ,34,- չունի -,- չունի -,33,1,- չունի -,- չունի -
Արագածոտն,Թալին / Հացաշեն,գ. Հացաշենի հմ/դ,24,- չունի -,- չունի -,24,- չունի -,- չունի -,- չունի -
Կոտայք,Աբովյան / Հացավան,գ. Հացավանի Հ.Մանուկյանի անվ. մ/դ,46,1,- չունի -,43,2,- չունի -,- չունի -
Սյունիք,Սիսիան / Հացավան,գ. Հացավանի մ/դ,11,- չունի -,- չունի -,11,- չունի -,- չունի -,- չունի -
Արմավիր,Արմավիր / Հացիկ,գ. Հացիկի Ա.Բաղդասրյանի անվ. մ/դ,136,1,- չունի -,132,3,- չունի -,- չունի -
Շիրակ,Ախուրյան / Հացիկ,գ. Հացիկի մ/դ,57,- չունի -,- չունի -,47,10,- չունի -,- չունի -
Վայոց Ձոր,Վայք / Հերհեր,գ. Հերհերի մ/դ,28,- չունի -,- չունի -,27,1,- չունի -,- չունի -
Վայոց Ձոր,Եղեգնաձոր / Հերմոն,գ. Հերմոնի հմ/դ,8,1,- չունի -,5,2,- չունի -,- չունի -
Արագածոտն,Արագած / Հնաբերդ,գ. Հնաբերդի մ/դ,128,- չունի -,- չունի -,128,- չունի -,- չունի -,- չունի -
Արարատ,Արտաշատ / Հնաբերդ,գ. Հնաբերդի մ/դ,64,- չունի -,- չունի -,61,3,- չունի -,- չունի -
Լոռի,Ստեփանավան / Հոբարձի,գ. Հոբարձու Ա. Ղուկասյանի անվ. մ/դ,34,- չունի -,- չունի -,34,- չունի -,- չունի -,- չունի -
Շիրակ,Ամասիա / Հողմիկ,գ. Հողմիկի մ/դ,9,- չունի -,- չունի -,9,- չունի -,- չունի -,- չունի -
Շիրակ,Արթիկ / Հոռոմ,գ. Հոռոմի մ/դ,128,- չունի -,- չունի -,127,1,- չունի -,- չունի -
Շիրակ,Ախուրյան / Հովիտ,գ. Հովիտի մ/դ,28,- չունի -,- չունի -,28,- չունի -,- չունի -,- չունի -
Շիրակ,Ախուրյան / Հովունի,գ. Հովունու մ/դ,21,- չունի -,- չունի -,21,- չունի -,- չունի -,- չունի -
Արմավիր,Վաղարշապատ / Հովտամեջ,գ. Հովտամեջի մ/դ,86,- չունի -,- չունի -,80,6,- չունի -,- չունի -
Արարատ,Մասիս / Հովտաշատ,գ. Հովտաշատի մ/դ,251,- չունի -,- չունի -,245,6,- չունի -,- չունի -
Շիրակ,Արթիկ / Հովտաշեն,գ. Հովտաշենի հմ/դ,19,- չունի -,- չունի -,19,- չունի -,- չունի -,- չունի -
Արարատ,Արտաշատ / Հովտաշեն,գ. Հովտաշենի մ/դ,88,1,- չունի -,84,3,- չունի -,- չունի -
Շիրակ,Ամասիա / Հովտուն,գ. Հովտունի տ/դ,2,- չունի -,- չունի -,2,- չունի -,- չունի -,- չունի -
Տավուշ,Դիլիջան / Հովք,գ. Հովքի մ/դ,35,- չունի -,- չունի -,35,- չունի -,- չունի -,- չունի -
Վայոց Ձոր,Եղեգնաձոր / Հորբատեղ,գ. Հորբատեղի հմ/դ,7,- չունի -,- չունի -,7,- չունի -,- չունի -,- չունի -
Վայոց Ձոր,Եղեգնաձոր / Հորս,գ. Հորսի հմ/դ,2,- չունի -,- չունի -,2,- չունի -,- չունի -,- չունի -
Արմավիր,Բաղրամյան / Հուշակերտ,գ. Հուշակերտի մ/դ,39,- չունի -,- չունի -,37,2,- չունի -,- չունի -
Շիրակ,Անի / Ձիթիանքով,գ. Ձիթհանքովի մ/դ,64,- չունի -,- չունի -,64,- չունի -,- չունի -,- չունի -
Լոռի,Տաշիր / Ձյունաշող,գ. Ձյունաշողի մ/դ,1,- չունի -,- չունի -,1,- չունի -,- չունի -,- չունի -
Լոռի,Գուգարք / Ձորագետ,գ. Ձորագետի հմ/դ,3,- չունի -,- չունի -,3,- չունի -,- չունի -,- չունի -
Գեղարքունիք,Մարտունի / Ձորագյուղ,գ. Ձորագյուղի ա/դ,83,- չունի -,- չունի -,83,- չունի -,- չունի -,- չունի -
Գեղարքունիք,Մարտունի / Ձորագյուղ,գ. Ձորագյուղի Հ. Ղազարյանի անվ. հմ/դ,278,- չունի -,- չունի -,277,1,- չունի -,- չունի -
Լոռի,Գուգարք / Ձորագյուղ,գ. Ձորագյուղի հմ/դ,13,- չունի -,- չունի -,13,- չունի -,- չունի -,- չունի -
Շիրակ,Անի / Ձորակապ,գ. Ձորակապի մ/դ,107,- չունի -,- չունի -,106,1,- չունի -,- չունի -
Կոտայք,Աբովյան / Ձորաղբյուր,գ. Ձորաղբյուրի Վահունի Կարապետյանի անվան մ/դ,133,1,- չունի -,122,10,- չունի -,- չունի -
Լոռի,Տաշիր / Ձորամուտ,գ. Ձորամուտի մ/դ,20,- չունի -,- չունի -,20,- չունի -,- չունի -,- չունի -
Շիրակ,Աշոցք / Ձորաշեն,գ. Ձորաշենի մ/դ,13,- չունի -,- չունի -,12,1,- չունի -,- չունի -
Շիրակ,Աշոցք / Ղազանչի,գ. Ղազանչիի մ/դ,28,- չունի -,- չունի -,28,- չունի -,- չունի -,- չունի -
Արագածոտն,Աշտարակ / Ղազարավան,գ. Ղազարավանի մ/դ,43,- չունի -,- չունի -,34,9,- չունի -,- չունի -
Շիրակ,Ախուրյան / Ղարիբջանյան,գ. Ղարիբջանյանի մ/դ,61,- չունի -,- չունի -,61,- չունի -,- չունի -,- չունի -
Արարատ,Մասիս / Ղուկասավան,գ. Ղուկասավանի մ/դ,137,- չունի -,- չունի -,133,4,- չունի -,- չունի -
Սյունիք,Կապան / Ճակատեն,գ. Ճակատենի հմ/դ,3,- չունի -,- չունի -,3,- չունի -,- չունի -,- չունի -
Արագածոտն,Արագած / Ճարճարկիս,գ. Ճարճակիսի մ/դ,48,1,- չունի -,47,- չունի -,- չունի -,- չունի -
Լոռի,Ալավերդի / Ճոճկան,գ. Ճոճկանի մ/դ,101,1,- չունի -,100,- չունի -,- չունի -,- չունի -
Գեղարքունիք,Մարտունի / Մադինա,գ. Մադինայի մ/դ,73,- չունի -,- չունի -,73,- չունի -,- չունի -,- չունի -
Վայոց Ձոր,Եղեգնաձոր / Մալիշկա,գ. Մալիշկայի թիվ 1 մ/դ,101,1,- չունի -,93,7,- չունի -,- չունի -
Վայոց Ձոր,Եղեգնաձոր / Մալիշկա,գ. Մալիշկայի Մ. Լոմոնոսովի անվան մ/դ,86,- չունի -,- չունի -,81,5,- չունի -,- չունի -
Կոտայք,Աբովյան / Մայակովսկի,գ. Մայակովսկու Հ.Հովհաննիսյանի անվ. մ/դ,152,2,- չունի -,147,3,- չունի -,- չունի -
Արմավիր,Արմավիր / Մայիսյան,գ. Մայիսյանի մ/դ,132,- չունի -,- չունի -,120,12,- չունի -,- չունի -
Շիրակ,Ախուրյան / Մայիսյան,գ. Մայիսյանի մ/դ,81,- չունի -,- չունի -,80,1,- չունի -,- չունի -
Արարատ,Արտաշատ / Մասիս,գ. Մասիսի մ/դ,292,- չունի -,- չունի -,281,10,1,- չունի -
Արագածոտն,Թալին / Մաստարա,գ. Մաստարայի մ/դ,158,1,- չունի -,156,1,- չունի -,- չունի -
Լոռի,Գուգարք / Մարգահովիտ,գ. Մարգահովտի Հ.Թումանյանի անվ. մ/դ,163,- չունի -,- չունի -,162,1,- չունի -,- չունի -
Արմավիր,Արմավիր / Մարգարա,գ. Մարգարայի մ/դ,77,- չունի -,- չունի -,73,4,- չունի -,- չունի -
Շիրակ,Ախուրյան / Մարմաշեն,գ. Մարմաշենի մ/դ,124,- չունի -,- չունի -,124,- չունի -,- չունի -,- չունի -
Արարատ,Մասիս / Մարմարաշեն,գ. Մարմարաշենի մ/դ,245,1,- չունի -,226,18,- չունի -,- չունի -
Կոտայք,Հրազդան / Մարմարիկ,գ. Մարմարիկի մ/դ,33,- չունի -,- չունի -,33,- չունի -,- չունի -,- չունի -
Վայոց Ձոր,Վայք / Մարտիրոս,գ. Մարտիրոսի մ/դ,28,- չունի -,- չունի -,26,2,- չունի -,- չունի -
Գեղարքունիք,Ճամբարակ / Մարտունի,գ. Մարտունու մ/դ,33,- չունի -,- չունի -,33,- չունի -,- չունի -,- չունի -
Լոռի,Ալավերդի / Մարցի,գ. Մարցի մ/դ,20,- չունի -,- չունի -,20,- չունի -,- չունի -,- չունի -
Գեղարքունիք,Վարդենիս / Մաքենիսի,գ. Մաքենիսի մ/դ,33,- չունի -,- չունի -,33,- չունի -,- չունի -,- չունի -
Լոռի,Տաշիր / Մեդովկա,գ. Մեդովկայի մ/դ,35,- չունի -,- չունի -,34,1,- չունի -,- չունի -
Արագածոտն,Արագած / Մելիքգյուզ,գ. Մելիքգյուղի մ/դ,53,- չունի -,- չունի -,51,2,- չունի -,- չունի -
Գեղարքունիք,Վարդենիս / Մեծ Մասրիկի,գ. Մեծ Մասրիկի մ/դ,193,- չունի -,- չունի -,176,17,- չունի -,- չունի -
Լոռի,Սպիտակ / Մեծ Պարնի,գ. Մեծ Պարնիի Մ.Մելքոնյանի անվ. մ/դ,117,- չունի -,- չունի -,117,- չունի -,- չունի -,- չունի -
Շիրակ,Ախուրյան / Մեծ Սարիար,գ. Մեծ Սարիարի մ/դ,23,- չունի -,- չունի -,23,- չունի -,- չունի -,- չունի -
Շիրակ,Աշոցք / Մեծ Սեպասար,գ. Մեծ Սեպասարի մ/դ,68,- չունի -,- չունի -,68,- չունի -,- չունի -,- չունի -
Արմավիր,Վաղարշապատ / Մեծամոր,գ. Մեծամորի մ/դ,84,2,- չունի -,82,- չունի -,- չունի -,- չունի -
Լոռի,Տաշիր / Մեծավան,գ. Մեծավանի թիվ 1 մ/դ,145,- չունի -,- չունի -,139,6,- չունի -,- չունի -
Լոռի,Տաշիր / Մեծավան,գ. Մեծավանի թիվ 2 մ/դ,85,- չունի -,- չունի -,68,17,- չունի -,- չունի -
Կոտայք,Հրազդան / Մեղրաձոր,գ. Մեղրաձորի Հ.Հակոբյանի անվ. մ/դ,163,- չունի -,- չունի -,159,4,- չունի -,- չունի -
Շիրակ,Ամասիա / Մեղրաշատ,գ. Մեղրաշատի մ/դ,23,- չունի -,- չունի -,22,1,- չունի -,- չունի -
Շիրակ,Արթիկ / Մեղրաշեն,գ. Մեղրաշենի մ/դ,59,- չունի -,- չունի -,59,- չունի -,- չունի -,- չունի -
Արմավիր,Վաղարշապատ / Մերձավան,գ. Մերձավանի մ/դ,270,- չունի -,- չունի -,261,9,- չունի -,- չունի -
Լոռի,Տաշիր / Միխայլովկա,գ. Միխայլովկայի մ/դ,39,- չունի -,- չունի -,35,4,- չունի -,- չունի -
Արագածոտն,Արագած / Միջնատուն,գ. Միջնատունի հմ/դ,13,- չունի -,- չունի -,13,- չունի -,- չունի -,- չունի -
Արագածոտն,Արագած / Միրաք,գ. Միրաքի հմ/դ,5,- չունի -,- չունի -,5,- չունի -,- չունի -,- չունի -
Արարատ,Արտաշատ / Մխչյան,գ. Մխչյանի մ/դ,344,1,- չունի -,329,14,- չունի -,- չունի -
Լոռի,Ալավերդի / Մղարթ,գ. Մղարթի հմ/դ,14,- չունի -,- չունի -,14,- չունի -,- չունի -,- չունի -
Արմավիր,Բաղրամյան / Մյասնիկյան,գ. Մյասնիկյանի Արայի անվ. մ/դ,270,- չունի -,- չունի -,261,9,- չունի -,- չունի -
Տավուշ,Տավուշ / Մոսեսգեղ,գ. Մոսեսգեղի Պ. Ավալյանի անվան մ/դ,41,- չունի -,- չունի -,40,1,- չունի -,- չունի -
Արմավիր,Վաղարշապատ / Մուսալեռ,գ. Մուսալեռի Ֆ.Վերֆելի անվ. մ/դ,193,2,- չունի -,185,6,- չունի -,- չունի -
Շիրակ,Ախուրյան / Բասեն,գ. Մուսայելյանի մ/դ,124,- չունի -,- չունի -,124,- չունի -,- չունի -,- չունի -
Շիրակ,Աշոցք / Մուսայելյան,գ. Մուսայելյանի մ/դ,30,- չունի -,- չունի -,30,- չունի -,- չունի -,- չունի -
Սյունիք,Սիսիան / Մուցք,գ. Մուցքի հմ/դ,4,- չունի -,- չունի -,4,- չունի -,- չունի -,- չունի -
Արմավիր,Մեծամոր / Մրգաշատ,գ. Մրգաշատի Մ.Մաղաքյանի անվ. թիվ 2 մ/դ,166,- չունի -,- չունի -,160,6,- չունի -,- չունի -
