Հաշվետվության ձևավորման ամսաթիվը / 2025-12-07,Հաշվետվության ձևավորման ամսաթիվը / 2025-12-07,Հաշվետվության ձևավորման ամսաթիվը / 2025-12-07,Հաշվետվության ձևավորման ամսաթիվը / 2025-12-07
Արագածոտն,Արագած / Ավշեն,Ավշենի Մաքսիմ Խամոյանի անվան հիմնական դպրոց,1
Շիրակ,Գյումրի / Գյումրի,Արարատ կրթահամալիր,24
Արմավիր,Արմավիր / Արտաշար,Արտաշարի մ/դ,10
Լոռի,Գուգարք / Բազում,Բազումի Մարշալ Բաղրամյանի անվ. հմ/դ,2
Լոռի,Ալավերդի / Մեծ Այրում,գ Մեծ Այրումի մ/դ,12
Արարատ,Արտաշատ / Աբովյան,գ. Աբովյանի մ/դ,10
Վայոց Ձոր,Եղեգնաձոր / Ագարակաձոր,գ. Ագարակաձորի Յու. Խաչատրյանի անվան մ/դ,20
Արագածոտն,Թալին / Ագարակավան,գ. Ագարակավանի մ/դ,9
Արագածոտն,Աշտարակ / Ագարակ,գ. Ագարակի Տ.Թերլեմեզյանի անվ. մ/դ,16
Սյունիք,Կապան / Ագարակ,գ. Ագարակի հմ/դ,1
Լոռի,Ստեփանավան / Ագարակ,գ. Ագարակի մ/դ,14
Տավուշ,Իջևան / Ազատամուտ,գ. Ազատամուտի մ/դ,34
Շիրակ,Ախուրյան / Ազատան,գ. Ազատանի մ/դ,57
Արարատ,Մասիս / Ազատաշեն,գ. Ազատաշենի հմ/դ,7
Արարատ,Արտաշատ / Ազատավան,գ. Ազատավանի մ/դ,40
Վայոց Ձոր,Վայք / Ազատեկ,գ. Ազատեկի մ/դ,5
Գեղարքունիք,Վարդենիս / Ազատ,գ. Ազատի հմ/դ,1
Լոռի,Գուգարք / Ազնվաձոր,գ. Ազնվաձորի մ/դ,5
Լոռի,Ալավերդի / Աթան,գ. Աթանի հմ/դ,1
Արագածոտն,Ալագյազ / Ալագյազ,գ. Ալագյազի մ/դ,7
Կոտայք,Հրազդան / Ալափարս,գ. Ալափարսի մ/դ,23
Սյունիք,Մեղրի / Ալվանք,գ. Ալվանքի մ/դ,4
Շիրակ,Ամասիա / Ալվար,գ. Ալվարի մ/դ,1
Սյունիք,Սիսիան / Ախլաթյան,գ. Ախլաթյանի մ/դ,3
Շիրակ,Ախուրյան / Ախուրիկ,գ. Ախուրիկի մ/դ,9
Շիրակ,Ախուրյան / Ախուրյան,գ. Ախուրյանի թիվ 1 հմ/դ,44
Շիրակ,Ախուրյան / Ախուրյան,գ. Ախուրյանի թիվ 2 հմ/դ,40
Գեղարքունիք,Վարդենիս / Ախպրաձոր,գ. Ախպրաձորի մ/դ,1
Արմավիր,Վաղարշապատ / Ակնալիճ,գ. Ակնալճի Ա.Հարությունյանի անվ. մ/դ,39
Տավուշ,Իջևան / Ակնաղբյուր,գ. Ակնաղբյուրի հմ/դ,4
Սյունիք,Գորիս / Ակներ,գ. Ակների Գ․Խաչատրյանի անվ․ մ/դ,15
Գեղարքունիք,Վարդենիս / Ակունք,գ. Ակունքի մ/դ,33
Կոտայք,Աբովյան / Ակունք,գ. Ակունքի մ/դ,26
Լոռի,Ալավերդի / Ահնիձոր,գ. Ահնիձորի հմ/դ,1
Վայոց Ձոր,Եղեգնաձոր / Աղավնաձոր,գ. Աղավնաձորի Գ. Գրիգորյանի անվան մ/դ,13
Կոտայք,Հրազդան / Աղավնաձոր,գ. Աղավնաձորի Զ.Դանիելյանի անվ. մ/դ,15
Տավուշ,Դիլիջան / Աղավնավանք,գ. Աղավնավանքի մ/դ,2
Արմավիր,Վաղարշապատ / Աղավնատուն,գ. Աղավնատան Ղ.Աբգարյանի անվ. մ/դ,42
Գեղարքունիք,Ճամբարակ / Աղբերք,գ. Աղբերքի մ/դ,7
Շիրակ,Անի / Աղին,գ. Աղինի մ/դ,6
Սյունիք,Սիսիան / Աղիտու,գ. Աղիտուի հմ/դ,1
Արագածոտն,Աշտարակ / Աղձք,գ. Աղձքի մ/դ,23
Վայոց Ձոր,Եղեգնաձոր / Աղնջաձոր,գ. Աղնջաձորի մ/դ,3
Սյունիք,Կապան / Աճանան,գ. Աճանանի մ/դ,1
Տավուշ,Իջևան / Աճարկուտ,գ. Աճարկուտի հմ/դ,1
Շիրակ,Ամասիա / Ամասիա,գ. Ամասիայի մ/դ,16
Արմավիր,Վաղարշապատ / Ամբերդ,գ. Ամբերդի Հ.Նավասարդյանի անվ. մ/դ,20
Լոռի,Գյուլագարակ / Ամրակից,գ. Ամրակիցի մ/դ,5
Շիրակ,Ախուրյան / Այգաբաց,գ. Այգաբացի մ/դ,7
Արարատ,Արարատ / Այգավան,գ. Այգավանի մ/դ,45
Արարատ,Արտաշատ / Այգեզարդ,գ. Այգեզարդի Ա.Ղարիբյանի անվ. մ/դ,46
Արմավիր,Վաղարշապատ / Այգեկ,գ. Այգեկի Մուշեղ Մովսիսյանի անվ. մ/դ,32
Տավուշ,Իջևան / Այգեհովիտ,գ. Այգեհովիտի մ/դ,30
Տավուշ,Տավուշ / Այգեձոր,գ. Այգեձորի մ/դ,10
Արմավիր,Վաղարշապատ / Այգեշատ,գ. Այգեշատի մ/դ,17
Արմավիր,Արմավիր / Այգեշատ,գ. Այգեշատի Յու.Հովհաննիսյանի անվ. մ/դ,13
Արարատ,Արտաշատ / Այգեպատ,գ. Այգեպատի մ/դ,15
Արարատ,Արտաշատ / Այգեստան,գ. Այգեստանի մ/դ,34
Արմավիր,Արմավիր / Այգևան,գ. Այգեվանի Մ.Խորենացու անվ. մ/դ,20
Գեղարքունիք,Ճամբարակ / Այգուտ,գ. Այգուտի մ/դ,8
Արարատ,Մասիս / Այնթապ,գ. Այնթապի Բյուզանդ Մարգարյանի անվ. թիվ 2 մ/դ,92
Արարատ,Մասիս / Այնթապ,գ. Այնթապի թիվ 1 մ/դ,56
Տավուշ,Նոյեմբերյան / Այրում,գ. Այրումի Հ.Մալինյանի անվ. մ/դ,16
Գեղարքունիք,Վարդենիս / Այրք,գ. Այրքի մ/դ,2
Սյունիք,Սիսիան / Անգեղակոթ,գ. Անգեղակոթի մ/դ,9
Շիրակ,Անի / Անիպեմզա,գ. Անիպեմզայի մ/դ,5
Շիրակ,Արթիկ / Անուշավան,գ. Անուշավանի մ/դ,19
Գեղարքունիք,Ճամբարակ / Անտառամեջ,գ. Անտառամեջի մ/դ,1
Լոռի,Գուգարք / Անտառամուտ,գ. Անտառամուտի հմ/դ,1
Արագածոտն,Աշտարակ / Անտառուտ,գ. Անտառուտի մ/դ,11
Արագածոտն,Թալին / Աշնակ,գ. Աշնակի Գ.Չաուշի անվ. մ/դ,15
Սյունիք,Սիսիան / Աշոտավան,գ. Աշոտավանի մ/դ,8
Շիրակ,Աշոցք / Աշոցք,գ. Աշոցքի մ/դ,24
Տավուշ,Իջևան / Աչաջուր,գ. Աչաջրի մ/դ,48
Արմավիր,Վաղարշապատ / Ապագա,գ. Ապագայի մ/դ,17
Արմավիր,Վաղարշապատ / Առատաշեն,գ. Առատաշենի Գ. Գրիգորյանի անվ. մ/դ,35
Շիրակ,Ախուրյան / Առափի,գ. Առափիի մ/դ,8
Կոտայք,Աբովյան / Առինջ,գ. Առինջի Կ.Ծառուկյանի անվ. մ/դ,46
Գեղարքունիք,Մարտունի / Աստղաձոր,գ. Աստղաձորի մ/դ,45
Գեղարքունիք,Վարդենիս / Ավազան,գ. Ավազանի հմ/դ,1
Արագածոտն,Աշտարակ / Ավան,գ. Ավանի Ա.Սերոբի անվ. մ/դ,8
Արարատ,Արարատ / Ավշար,գ. Ավշարի մ/դ,35
Արագածոտն,Թալին / Արագածավան,գ. Արագածավանի թիվ 1 մ/դ,41
Արագածոտն,Թալին / Արագածավան,գ. Արագածավանի թիվ 2 մ/դ,33
Արագածոտն,Ապարան / Արագած,գ. Արագածի թիվ 1 մ/դ,19
Արագածոտն,Ապարան / Արագած,գ. Արագածի թիվ 2 մ/դ,8
Արմավիր,Վաղարշապատ / Արագած,գ. Արագածի Մ.Մեխակյանի անվ. մ/դ,37
Արագածոտն,Աշտարակ / Արագածոտն,գ. Արագածոտնի մ/դ,11
Կոտայք,Նաիրի / Արագյուղ,"գ. Արագյուղի ""Տիգրանակերտ կրթարան"" մ/դ",7
Արմավիր,Արմավիր / Արազափ,գ. Արազափի Թ. Հուրյանի անվ. մ/դ,18
Արարատ,Արարատ / Արալեզ,գ. Արալեզի մ/դ,32
Կոտայք,Աբովյան / Արամուս,գ. Արամուսի Վ.Առաքելյանի անվ. մ/դ,50
Արագածոտն,Ապարան / Արայի,գ. Արայի հմ/դ,2
Սյունիք,Գորիս / Արավուս,գ. Արավուսի տ/դ,1
Արարատ,Արարատ / Արարատ,գ. Արարատի թիվ 1 մ/դ,31
Արարատ,Արարատ / Արարատ,գ. Արարատի թիվ 2 մ/դ,21
Արարատ,Արարատ / Արարատ,գ. Արարատի թիվ 3 մ/դ,21
Արարատ,Արտաշատ / Արաքսավան,գ. Արաքսավանի մ/դ,10
Արմավիր,Արմավիր / Արաքս,գ. Արաքսի Զ.Ավետիսյանի անվ. մ/դ,12
Արմավիր,Վաղարշապատ / Արաքս,գ. Արաքսի մ/դ,21
Արարատ,Մասիս / Արբաթ,գ. Արբաթի Հ.Զաքարյանի անվ. մ/դ,29
Արարատ,Մասիս / Արգավանդ,գ. Արգավանդի մ/դ,35
Արմավիր,Արմավիր / Արգավանդ,գ. Արգավանդի մ/դ,29
Կոտայք,Նաիրի / Արգել,գ. Արգելի Վ.Անանյանի անվ. մ/դ,41
Արմավիր,Բաղրամյան / Արգինա,գ. Արգինայի մ/դ,6
Լոռի,Ալավերդի / Արդվի,գ. Արդվու հմ/դ,1
Շիրակ,Ամասիա / Արեգնադեմ,գ. Արեգնադեմի մ/դ,6
Գեղարքունիք,Վարդենիս / Արեգունի,գ. Արեգունու մ/դ,2
Վայոց Ձոր,Եղեգնաձոր / Արենի,գ. Արենիի մ/դ,18
Կոտայք,Հրազդան / Արզական,գ. Արզականի Խ.Խաչատրյանի անվ. մ/դ,28
Կոտայք,Աբովյան / Արզնի,գ. Արզնիի մ/դ,49
Վայոց Ձոր,Վայք / Արին,գ. Արինի մ/դ,3
Լոռի,Տաշիր / Արծնի,գ. Արծնիի մ/դ,4
Տավուշ,Տավուշ / Արծվաբերդ,գ. Արծվաբերդի թիվ 2 հմ/դ,7
Տավուշ,Տավուշ / Արծվաբերդ,գ. Արծվաբերդի թիվ 1 մ/դ,24
Սյունիք,Կապան / Արծվանիկ,գ. Արծվանիկի մ/դ,3
Գեղարքունիք,Մարտունի / Արծվանիստ,գ. Արծվանիստի մ/դ,32
Տավուշ,Նոյեմբերյան / Արճիս,գ. Արճիսի մ/դ,18
Լոռի,Ստեփանավան / Արմանիս,գ. Արմանիսի հմ/դ,2
Արարատ,Արարատ / Արմաշ,գ. Արմաշի մ/դ,39
Արմավիր,Մեծամոր / Գ.Արմավիր,գ. Արմավիրի մ/դ,28
Արմավիր,Վաղարշապատ / Արշալույս,գ. Արշալույսի Ս.Գրիգորյանի անվ. մ/դ,42
Արագածոտն,Աշտարակ / Արուճ,գ. Արուճի մ/դ,14
Լոռի,Սպիտակ / Ղուրսալի,գ. Արջհովիտի մ/դ,3
Լոռի,Գուգարք / Արջուտ,գ. Արջուտի մ/դ,9
Վայոց Ձոր,Եղեգնաձոր / Արտաբույնք,գ. Արտաբույնքի մ/դ,8
Արմավիր,Բաղրամյան / Արտամետ,գ. Արտամետի Գուրգեն Մարգարյանի անվ. մ/դ,3
Գեղարքունիք,Ճամբարակ / Արտանիշ,գ. Արտանիշի մ/դ,8
Արագածոտն,Աշտարակ / Արտաշատավան,գ. Արտաշավանի մ/դ,7
Կոտայք,Հրազդան / Արտավազ,գ. Արտավազի մ/դ,4
Վայոց Ձոր,Վայք / Արտավան,գ. Արտավանի մ/դ,3
Արագածոտն,Թալին / Արտենի,գ. Արտենիի թիվ 1 մ/դ,18
Արագածոտն,Թալին / Արտենի,գ. Արտենիի հիմնական դպրոց,16
Արմավիր,Վաղարշապատ / Արտիմետ,գ. Արտիմետի մ/դ,16
Շիրակ,Աշոցք / Արփենի,գ. Արփենիի մ/դ,3
Վայոց Ձոր,Եղեգնաձոր / Արփի,գ. Արփիի Վ. Լևոնյանի անվան մ/դ,10
Գեղարքունիք,Վարդենիս / Արփունք,գ. Արփունքի մ/դ,4
Արարատ,Մասիս / Արևաբույր,գ. Արևաբույրի Հ.Թադևոսյանի անվ. մ/դ,25
Արմավիր,Բաղրամյան / Արևադաշտ,գ. Արևադաշտի մ/դ,6
Լոռի,Ալավերդի / Արևածագ,գ. Արևածագի Կ․ Մելիքսեթյան անվ․ մ/դ,5
Արմավիր,Վաղարշապատ / Արևաշատ,գ. Արևաշատի մ/դ,18
Լոռի,Սպիտակ / Արևաշող,գ. Արևաշողի մ/դ,35
Շիրակ,Ախուրյան / Արևիկ,գ. Արևիկի մ/դ,16
Արմավիր,Արմավիր / Արևիկ,գ. Արևիկի մ/դ,39
Արարատ,Արտաշատ / Արևշատ,գ. Արևշատի մ/դ,15
Արագածոտն,Ապարան / Ափնագյուղ,գ. Ափնայի մ/դ,6
Լոռի,Ալավերդի / Աքորի,գ. Աքորու մ/դ,25
Արմավիր,Բաղրամյան / Բագարան,գ. Բագարանի մ/դ,5
Շիրակ,Անի / Բագրավան,գ. Բագրավանի մ/դ,9
Տավուշ,Նոյեմբերյան / Բագրատաշեն,գ. Բագրատաշենի թիվ 2 հմ/դ,9
Տավուշ,Նոյեմբերյան / Բագրատաշեն,գ. Բագրատաշենի Մ․ Մագուլյանի անվան թիվ 1 մ/դ,23
Արագածոտն,Աշտարակ / Բազմաղբյուր,գ. Բազմաղբյուրի մ/դ,9
Լոռի,Գուգարք / Բազում,գ. Բազումի մ/դ,6
Կոտայք,Աբովյան / Բալահովիտ,գ. Բալահովիտի Ի.Վիրաբյանի անվ. մ/դ,37
Սյունիք,Սիսիան / Բալաք,գ. Բալաքի տ/դ,1
Տավուշ,Նոյեմբերյան / Բաղանիս,գ. Բաղանիսի մ/դ,9
Արմավիր,Բաղրամյան / Բաղրամյան,գ. Բաղրամյան մ/դ,8
Արմավիր,Վաղարշապատ / Բաղրամյան,գ. Բաղրամյանի մ/դ,36
Արարատ,Արտաշատ / Բաղրամյան,գ. Բաղրամյանի մ/դ,50
Արմավիր,Արմավիր / Բամբակաշատ,գ. Բամբակաշատի մ/դ,31
Շիրակ,Ամասիա / Բանդիվան,գ. Բանդիվանի մ/դ,1
Շիրակ,Աշոցք / Բավրա,գ. Բավրայի մ/դ,1
Արարատ,Արտաշատ / Բարձրաշեն,գ. Բարձրաշենի մ/դ,20
Սյունիք,Գորիս / Բարձրավան,գ. Բարձրավանի մ/դ,2
Վայոց Ձոր,Վայք / Բարձրունի,գ. Բարձրունու մ/դ,2
Շիրակ,Ախուրյան / Բենիամին,գ. Բենիամինի մ/դ,4
Շիրակ,Ամասիա / Բերդաշեն,գ. Բերդաշենի մ/դ,1
Տավուշ,Նոյեմբերյան / Բերդավան,գ. Բերդավանի մ/դ,28
Արարատ,Արտաշատ / Բերդիկ,գ. Բերդիկի մ/դ,5
Տավուշ,Իջևան / Բերքաբեր,գ. Բերքաբերի մ/դ,7
Արմավիր,Արմավիր / Բերքաշատ,գ. Բերքաշատի մ/դ,5
Արագածոտն,Արագած / Բերքառատ,գ. Բերքառատի մ/դ,6
Լոռի,Տաշիր / Բլագոդարնոյե,գ. Բլագոդարնոյեի հմ/դ,2
Արագածոտն,Աշտարակ / Բյուրական,գ. Բյուրականի Հ.Թումանյանի անվ. մ/դ,56
Շիրակ,Ամասիա / Բյուրակն,գ. Բյուրակնի մ/դ,11
Արարատ,Արտաշատ / Բյուրավան,գ. Բյուրավանի մ/դ,13
Սյունիք,Սիսիան / Բնունիս,գ. Բնունիսի հմ/դ,2
Լոռի,Ստեփանավան / Բովաձոր,գ. Բովաձորի մ/դ,2
Կոտայք,Նաիրի / Բուժական,գ. Բուժականի մ/դ,16
Կոտայք,Հրազդան / Բջնի,գ. Բջնիի Հ.Թումանյանի անվ. մ/դ,32
Սյունիք,Սիսիան / Բռնակոթ,գ. Բռնակոթի մ/դ,10
Գեղարքունիք,Սևան / Գագարին,գ. Գագարինի մ/դ,17
Արմավիր,Վաղարշապատ / Գայ,գ. Գայի մ/դ,44
Գեղարքունիք,Գավառ / Գանձակ,գ. Գանձակի թիվ 1 մ/դ,19
Գեղարքունիք,Գավառ / Գանձակ,գ. Գանձակի հ․ 2 մ/դ,13
Տավուշ,Իջևան / Գանձաքար,գ. Գանձաքարի մ/դ,38
Արագածոտն,Թալին / Գառնահովիտ,գ. Գառնահովիտի մ/դ,5
Շիրակ,Ամասիա / Գառնառիճ,գ. Գառնառիճի մ/դ,2
Կոտայք,Աբովյան / Գառնի Բանավան,գ. Գառնի Բանավանի հմ/դ,26
Կոտայք,Աբովյան / Գառնի,գ. Գառնիի Ա․Հակոբյանի անվ․ թիվ 1 հմ/դ,85
Լոռի,Ստեփանավան / Գարգառ,գ. Գարգառի Վ.Բալայանի անվ. մ/դ,15
Կոտայք,Աբովյան / Գեղադիր,գ. Գեղադիրի մ/դ,13
Արագածոտն,Արագած / Գեղադիր,գ. Գեղադիրի Ռ․ Խաչատրյանի մ/դ,13
Արմավիր,Վաղարշապատ / Գեղակերտ,գ. Գեղակերտի մ/դ,24
Արագածոտն,Արագած / Գեղաձոր,գ. Գեղաձորի մ/դ,5
Գեղարքունիք,Վարդենիս / Գեղամասար,գ. Գեղամասարի մ/դ,16
Գեղարքունիք,Սևան / Գեղամավան,գ. Գեղամավանի Ա.Աբրահամյանի անվ. մ/դ,13
Շիրակ,Արթիկ / Գեղանիստ,գ. Գեղանիստի մ/դ,13
Արարատ,Մասիս / Գեղանիստ,գ. Գեղանիստի մ/դ,30
Սյունիք,Կապան / Գեղանուշ,գ. Գեղանուշի մ/դ,4
Կոտայք,Աբովյան / Գեղաշեն,գ. Գեղաշենի մ/դ,66
Լոռի,Սպիտակ / Գեղասար,գ. Գեղասարի մ/դ,8
Կոտայք,Աբովյան / Գեղարդ,գ. Գեղարդի մ/դ,2
Գեղարքունիք,Գավառ / Գեղարքունիք,գ. Գեղարքունիքի մ/դ,17
Սյունիք,Կապան / Գեղի,գ. Գեղիի մ/դ,3
Գեղարքունիք,Մարտունի / Գեղհովիտ,գ. Գեղհովիտի h. 2 մ/դ,25
Գեղարքունիք,Մարտունի / Գեղհովիտ,գ. Գեղհովիտի հ․ 1 մ/դ,26
Արարատ,Արտաշատ / Գետազատ,գ. Գետազատի մ/դ,21
Տավուշ,Իջևան / Գետահովիտ,գ. Գետահովիտի մ/դ,13
Կոտայք,Նաիրի / Գետամեջ,գ. Գետամեջի մ/դ,6
Արմավիր,Արմավիր / Գետաշեն,գ. Գետաշենի մ/դ,22
Կոտայք,Աբովյան / Գետարգել,գ. Գետարգելի հմ/դ,22
Շիրակ,Արթիկ / Գետափ,գ. Գետափի Գ. Արշակյանի անվան մ/դ,9
Վայոց Ձոր,Եղեգնաձոր / Գետափ,գ. Գետափի մ/դ,18
Գեղարքունիք,Ճամբարակ / Գետիկ,գ. Գետիկի մ/դ,2
Շիրակ,Ախուրյան / Գետք,գ. Գետքի մ/դ,9
Վայոց Ձոր,Եղեգնաձոր / Գլաձոր,գ. Գլաձորի մ/դ,23
Լոռի,Ստեփանավան / Գյուլագարակ,գ. Գյուլագարակի մ/դ,19
Վայոց Ձոր,Վայք / Գնդևազ,գ. Գնդեվազի մ/դ,12
Լոռի,Սպիտակ / Գոգարան,գ. Գոգարանի մ/դ,15
Շիրակ,Աշոցք / Գոգհովիտ,գ. Գոգհովիտի մ/դ,2
Վայոց Ձոր,Եղեգնաձոր / Գողթանիկ,գ. Գողթանիկի հմ/դ,3
Կոտայք,Աբովյան / Գողթ,գ. Գողթի մ/դ,35
Վայոց Ձոր,Վայք / Գոմք,գ. Գոմքի մ/դ,3
Տավուշ,Դիլիջան / Գոշ,գ. Գոշի թիվ 1 մ/դ,7
Տավուշ,Դիլիջան / Գոշ,գ. Գոշի թիվ 2 հմ/դ,2
Արարատ,Արարատ / Գոռավան,գ. Գոռավանի մ/դ,31
Սյունիք,Սիսիան / Գորայք,գ. Գորայքի մ/դ,6
Լոռի,Վանաձոր / Գուգարք,գ. Գուգարքի Հ.Շիրազի անվ. մ/դ,25
Շիրակ,Անի / Գուսանագյուղ,գ. Գուսանագյուղի մ/դ,8
Արմավիր,Վաղարշապատ / Գրիբոյեդով,գ. Գրիբոյեդովի Վ.Ռոստոմյանի անվ. մ/դ,12
Արարատ,Արտաշատ / Դալար,գ. Դալարի մ/դ,17
Արմավիր,Բաղրամյան / Դալարիկ,գ. Դալարիկի Հովհաննես Հովհաննիսյանի անվ. N1 մ/դ,57
Արագածոտն,Թալին / Դաշտադեմ,գ. Դաշտադեմի Գ.Բաղդասարյանի անվ. մ/դ,2
Լոռի,Տաշիր / Դաշտադեմ,գ. Դաշտադեմի մ/դ,1
Արարատ,Մասիս / Դաշտավան,գ. Դաշտավանի Տոնոյանի անվ. մ/դ,29
Արարատ,Արարատ / Դաշտաքար,գ. Դաշտաքարի մ/դ,4
Արմավիր,Վաղարշապատ / Դաշտ,գ. Դաշտի մ/դ,15
Արագածոտն,Թալին / Դավթաշեն,գ. Դավթաշենի մ/դ,4
Սյունիք,Կապան / Դավիթ Բեկ,գ. Դավիթբեկի մ/դ,2
Արարատ,Մասիս / Դարակերտ,գ. Դարակերտի մ/դ,32
Սյունիք,Սիսիան / Դարբաս,գ. Դարբասի մ/դ,5
Արարատ,Մասիս / Դարբնիկ,գ. Դարբնիկի մ/դ,15
Լոռի,Գուգարք / Դարպաս,գ. Դարպասի մ/դ,14
Գեղարքունիք,Սևան / Դդմաշեն,գ. Դդմաշենի մ/դ,26
Արագածոտն,Թալին / Դդմասար,գ. Դդմասարի հմ/դ,2
Տավուշ,Նոյեմբերյան / Դեբեդավան,գ. Դեբեդավանի մ/դ,12
Լոռի,Գուգարք / Դեբետ,գ. Դեբեդի մ/դ,16
Տավուշ,Նոյեմբերյան / Դեղձավան,գ. Դեղձավանի հմ/դ,2
Արարատ,Արտաշատ / Դեղձուտ,գ. Դեղձուտի մ/դ,7
Արարատ,Արտաշատ / Դիմիտրով,գ. Դիմիտրովի մ/դ,24
Արարատ,Արտաշատ / Դիտակ,գ. Դիտակի մ/դ,4
Տավուշ,Իջևան / Դիտավան,գ. Դիտավանի հմ/դ,8
Արմավիր,Վաղարշապատ / Դողս,գ. Դողսի մ/դ,14
Տավուշ,Նոյեմբերյան / Դովեղ,գ. Դովեղի մ/դ,5
Գեղարքունիք,Ճամբարակ / Դպրաբակ,գ. Դպրաբակի մ/դ,10
Լոռի,Ալավերդի / Դսեղ,գ. Դսեղի Հ.Թումանյանի անվ. մ/դ,12
Գեղարքունիք,Ճամբարակ / Դրախտիկ,գ. Դրախտիկի մ/դ,11
Վայոց Ձոր,Եղեգնաձոր / Ելփին,գ. Ելփինի մ/դ,8
Սյունիք,Կապան / Եղեգ,գ. Եղեգի մ/դ,1
Վայոց Ձոր,Եղեգնաձոր / Եղեգիս,գ. Եղեգիսի մ/դ,6
Արարատ,Վեդի / Եղեգնավան,գ. Եղեգնավանի մ/դ,28
Արմավիր,Արմավիր / Եղեգնուտ,գ. Եղեգնուտի մ/դ,25
Լոռի,Փամբակ / Եղեգնուտ,գ. Եղեգնուտի մ/դ,4
Արագածոտն,Ապարան / Եղիպատրուշ,գ. Եղիպատրուշի մ/դ,4
Արագածոտն,Թալին / Եղնիկ,գ. Եղնիկի հմ/դ,4
Սյունիք,Կապան / Եղվարդ,գ. Եղվարդի մ/դ,2
Տավուշ,Իջևան / Ենոքավան,գ. Ենոքավանի մ/դ,8
Շիրակ,Ախուրյան / Երազգավորս,գ. Երազգավորսի մ/դ,9
Գեղարքունիք,Մարտունի / Երանոս,գ. Երանոսի հ․ 1 մ/դ,34
Գեղարքունիք,Մարտունի / Երանոս,գ. Երանոսի հ․ 2 մ/դ,18
Արմավիր,Արմավիր / Երասխահուն,գ. Երասխահունի Մ. Գևորգյանի անվ. մ/դ,13
Արարատ,Արարատ / Երասխ,գ. Երասխի մ/դ,14
Արագածոտն,Ապարան / Երնջատափ,գ. Երնջատապի մ/դ,10
Արմավիր,Բաղրամյան / Երվանդաշատ,գ. Երվանդաշատի մ/դ,3
Արարատ,Արարատ / Զանգակատուն,գ. Զանգակատան մ/դ,8
Կոտայք,Աբովյան / Զառ,գ. Զառի Ժ.Սարգսյանի անվ. մ/դ,17
Վայոց Ձոր,Վայք / Զառիթափ,գ. Զառիթափի Ա.Մելիքյանի անվ. մ/դ,9
Արմավիր,Արմավիր / Զարթոնք,գ. Զարթոնքի մ/դ,16
