Հաշվետվության ձևավորման ամսաթիվը / 2025-12-07,Հաշվետվության ձևավորման ամսաթիվը / 2025-12-07,Հաշվետվության ձևավորման ամսաթիվը / 2025-12-07,Հաշվետվության ձևավորման ամսաթիվը / 2025-12-07
Լոռի,Վանաձոր / Վանաձոր,«Քարհանյան դպրոց» ՍՊԸ,12
Շիրակ,Գյումրի / Գյումրի,«Ֆոտոն» վարժ.,56
Կոտայք,Աբովյան / Աբովյան,Աբովյանի Արթուր Վանոյանի անվան թիվ 6 հմ/դ,76
Արագածոտն,Արագած / Ավշեն,Ավշենի Մաքսիմ Խամոյանի անվան հիմնական դպրոց,4
Շիրակ,Գյումրի / Գյումրի,Արարատ կրթահամալիր,41
Արմավիր,Արմավիր / Արտաշար,Արտաշարի մ/դ,36
Լոռի,Գուգարք / Բազում,Բազումի Մարշալ Բաղրամյանի անվ. հմ/դ,7
Լոռի,Ալավերդի / Մեծ Այրում,գ Մեծ Այրումի մ/դ,26
Արարատ,Արտաշատ / Աբովյան,գ. Աբովյանի մ/դ,43
Վայոց Ձոր,Եղեգնաձոր / Ագարակաձոր,գ. Ագարակաձորի Յու. Խաչատրյանի անվան մ/դ,45
Արագածոտն,Թալին / Ագարակավան,գ. Ագարակավանի մ/դ,20
Արագածոտն,Աշտարակ / Ագարակ,գ. Ագարակի Տ.Թերլեմեզյանի անվ. մ/դ,47
Սյունիք,Կապան / Ագարակ,գ. Ագարակի հմ/դ,2
Լոռի,Ստեփանավան / Ագարակ,գ. Ագարակի մ/դ,28
Տավուշ,Իջևան / Ազատամուտ,գ. Ազատամուտի մ/դ,78
Շիրակ,Ախուրյան / Ազատան,գ. Ազատանի մ/դ,137
Արարատ,Մասիս / Ազատաշեն,գ. Ազատաշենի հմ/դ,19
Արարատ,Արտաշատ / Ազատավան,գ. Ազատավանի մ/դ,72
Վայոց Ձոր,Վայք / Ազատեկ,գ. Ազատեկի մ/դ,15
Գեղարքունիք,Վարդենիս / Ազատ,գ. Ազատի հմ/դ,2
Լոռի,Գուգարք / Ազնվաձոր,գ. Ազնվաձորի մ/դ,9
Լոռի,Ալավերդի / Աթան,գ. Աթանի հմ/դ,7
Արագածոտն,Ալագյազ / Ալագյազ,գ. Ալագյազի մ/դ,11
Կոտայք,Հրազդան / Ալափարս,գ. Ալափարսի մ/դ,54
Սյունիք,Մեղրի / Ալվանք,գ. Ալվանքի մ/դ,8
Շիրակ,Ամասիա / Ալվար,գ. Ալվարի մ/դ,3
Սյունիք,Սիսիան / Ախլաթյան,գ. Ախլաթյանի մ/դ,10
Շիրակ,Ախուրյան / Ախուրիկ,գ. Ախուրիկի մ/դ,21
Շիրակ,Ախուրյան / Ախուրյան,գ. Ախուրյանի թիվ 1 հմ/դ,94
Շիրակ,Ախուրյան / Ախուրյան,գ. Ախուրյանի թիվ 2 հմ/դ,98
Գեղարքունիք,Վարդենիս / Ախպրաձոր,գ. Ախպրաձորի մ/դ,12
Արմավիր,Վաղարշապատ / Ակնալիճ,գ. Ակնալճի Ա.Հարությունյանի անվ. մ/դ,87
Տավուշ,Իջևան / Ակնաղբյուր,գ. Ակնաղբյուրի հմ/դ,14
Սյունիք,Գորիս / Ակներ,գ. Ակների Գ․Խաչատրյանի անվ․ մ/դ,29
Կոտայք,Աբովյան / Ակունք,գ. Ակունքի մ/դ,67
Գեղարքունիք,Վարդենիս / Ակունք,գ. Ակունքի մ/դ,89
Արագածոտն,Թալին / Ակունք,գ. Ակունքի մ/դ,8
Լոռի,Ալավերդի / Ահնիձոր,գ. Ահնիձորի հմ/դ,1
Վայոց Ձոր,Եղեգնաձոր / Աղավնաձոր,գ. Աղավնաձորի Գ. Գրիգորյանի անվան մ/դ,32
Կոտայք,Հրազդան / Աղավնաձոր,գ. Աղավնաձորի Զ.Դանիելյանի անվ. մ/դ,41
Տավուշ,Դիլիջան / Աղավնավանք,գ. Աղավնավանքի մ/դ,7
Արմավիր,Վաղարշապատ / Աղավնատուն,գ. Աղավնատան Ղ.Աբգարյանի անվ. մ/դ,117
Գեղարքունիք,Ճամբարակ / Աղբերք,գ. Աղբերքի մ/դ,13
Շիրակ,Անի / Աղին,գ. Աղինի մ/դ,12
Սյունիք,Սիսիան / Աղիտու,գ. Աղիտուի հմ/դ,9
Արագածոտն,Աշտարակ / Աղձք,գ. Աղձքի մ/դ,53
Վայոց Ձոր,Եղեգնաձոր / Աղնջաձոր,գ. Աղնջաձորի մ/դ,8
Սյունիք,Կապան / Աճանան,գ. Աճանանի մ/դ,8
Տավուշ,Իջևան / Աճարկուտ,գ. Աճարկուտի հմ/դ,2
Շիրակ,Ամասիա / Ամասիա,գ. Ամասիայի մ/դ,49
Արմավիր,Վաղարշապատ / Ամբերդ,գ. Ամբերդի Հ.Նավասարդյանի անվ. մ/դ,45
Լոռի,Գյուլագարակ / Ամրակից,գ. Ամրակիցի մ/դ,10
Շիրակ,Ախուրյան / Այգաբաց,գ. Այգաբացի մ/դ,19
Արարատ,Արարատ / Այգավան,գ. Այգավանի մ/դ,101
Արարատ,Արտաշատ / Այգեզարդ,գ. Այգեզարդի Ա.Ղարիբյանի անվ. մ/դ,106
Արմավիր,Վաղարշապատ / Այգեկ,գ. Այգեկի Մուշեղ Մովսիսյանի անվ. մ/դ,70
Լոռի,Ալավերդի / Այգեհատ,գ. Այգեհատի հմ/դ,2
Տավուշ,Իջևան / Այգեհովիտ,գ. Այգեհովիտի մ/դ,77
Տավուշ,Տավուշ / Այգեձոր,գ. Այգեձորի մ/դ,38
Արմավիր,Վաղարշապատ / Այգեշատ,գ. Այգեշատի մ/դ,50
Արմավիր,Արմավիր / Այգեշատ,գ. Այգեշատի Յու.Հովհաննիսյանի անվ. մ/դ,40
Արարատ,Արտաշատ / Այգեպատ,գ. Այգեպատի մ/դ,37
Արարատ,Արտաշատ / Այգեստան,գ. Այգեստանի մ/դ,87
Արմավիր,Արմավիր / Այգևան,գ. Այգեվանի Մ.Խորենացու անվ. մ/դ,53
Գեղարքունիք,Ճամբարակ / Այգուտ,գ. Այգուտի մ/դ,18
Արարատ,Մասիս / Այնթապ,գ. Այնթապի Բյուզանդ Մարգարյանի անվ. թիվ 2 մ/դ,239
Արարատ,Մասիս / Այնթապ,գ. Այնթապի թիվ 1 մ/դ,150
Տավուշ,Նոյեմբերյան / Այրում,գ. Այրումի Հ.Մալինյանի անվ. մ/դ,42
Գեղարքունիք,Վարդենիս / Այրք,գ. Այրքի մ/դ,9
Սյունիք,Սիսիան / Անգեղակոթ,գ. Անգեղակոթի մ/դ,27
Շիրակ,Անի / Անիպեմզա,գ. Անիպեմզայի մ/դ,14
Շիրակ,Արթիկ / Անուշավան,գ. Անուշավանի մ/դ,49
Գեղարքունիք,Ճամբարակ / Անտառամեջ,գ. Անտառամեջի մ/դ,6
Լոռի,Գուգարք / Անտառամուտ,գ. Անտառամուտի հմ/դ,4
Արագածոտն,Աշտարակ / Անտառուտ,գ. Անտառուտի մ/դ,29
Արագածոտն,Թալին / Աշնակ,գ. Աշնակի Գ.Չաուշի անվ. մ/դ,35
Սյունիք,Սիսիան / Աշոտավան,գ. Աշոտավանի մ/դ,16
Շիրակ,Աշոցք / Աշոցք,գ. Աշոցքի մ/դ,60
Տավուշ,Իջևան / Աչաջուր,գ. Աչաջրի մ/դ,115
Արմավիր,Վաղարշապատ / Ապագա,գ. Ապագայի մ/դ,53
Արմավիր,Վաղարշապատ / Առատաշեն,գ. Առատաշենի Գ. Գրիգորյանի անվ. մ/դ,71
Շիրակ,Ախուրյան / Առափի,գ. Առափիի մ/դ,24
Կոտայք,Աբովյան / Առինջ,գ. Առինջի Կ.Ծառուկյանի անվ. մ/դ,127
Գեղարքունիք,Մարտունի / Աստղաձոր,գ. Աստղաձորի մ/դ,117
Գեղարքունիք,Վարդենիս / Ավազան,գ. Ավազանի հմ/դ,4
Արագածոտն,Աշտարակ / Ավան,գ. Ավանի Ա.Սերոբի անվ. մ/դ,22
Արարատ,Արարատ / Ավշար,գ. Ավշարի մ/դ,88
Արագածոտն,Թալին / Արագածավան,գ. Արագածավանի թիվ 1 մ/դ,101
Արագածոտն,Թալին / Արագածավան,գ. Արագածավանի թիվ 2 մ/դ,88
Արագածոտն,Ապարան / Արագած,գ. Արագածի թիվ 1 մ/դ,60
Արագածոտն,Ապարան / Արագած,գ. Արագածի թիվ 2 մ/դ,21
Արմավիր,Վաղարշապատ / Արագած,գ. Արագածի Մ.Մեխակյանի անվ. մ/դ,84
Արագածոտն,Աշտարակ / Արագածոտն,գ. Արագածոտնի մ/դ,20
Կոտայք,Նաիրի / Արագյուղ,"գ. Արագյուղի ""Տիգրանակերտ կրթարան"" մ/դ",19
Արմավիր,Արմավիր / Արազափ,գ. Արազափի Թ. Հուրյանի անվ. մ/դ,40
Արարատ,Արարատ / Արալեզ,գ. Արալեզի մ/դ,84
Կոտայք,Աբովյան / Արամուս,գ. Արամուսի Վ.Առաքելյանի անվ. մ/դ,124
Արագածոտն,Ապարան / Արայի,գ. Արայի հմ/դ,7
Սյունիք,Գորիս / Արավուս,գ. Արավուսի տ/դ,3
Արարատ,Արարատ / Արարատ,գ. Արարատի թիվ 1 մ/դ,81
Արարատ,Արարատ / Արարատ,գ. Արարատի թիվ 2 մ/դ,63
Արարատ,Արարատ / Արարատ,գ. Արարատի թիվ 3 մ/դ,62
Արարատ,Արտաշատ / Արաքսավան,գ. Արաքսավանի մ/դ,35
Արմավիր,Արմավիր / Արաքս,գ. Արաքսի Զ.Ավետիսյանի անվ. մ/դ,33
Արմավիր,Վաղարշապատ / Արաքս,գ. Արաքսի մ/դ,43
Արարատ,Մասիս / Արբաթ,գ. Արբաթի Հ.Զաքարյանի անվ. մ/դ,72
Արարատ,Մասիս / Արգավանդ,գ. Արգավանդի մ/դ,80
Արմավիր,Արմավիր / Արգավանդ,գ. Արգավանդի մ/դ,64
Կոտայք,Նաիրի / Արգել,գ. Արգելի Վ.Անանյանի անվ. մ/դ,104
Արմավիր,Բաղրամյան / Արգինա,գ. Արգինայի մ/դ,18
Շիրակ,Ամասիա / Արդենիս,գ. Արդենիսի հմ/դ,2
Լոռի,Ալավերդի / Արդվի,գ. Արդվու հմ/դ,3
Շիրակ,Ամասիա / Արեգնադեմ,գ. Արեգնադեմի մ/դ,21
Գեղարքունիք,Վարդենիս / Արեգունի,գ. Արեգունու մ/դ,9
Վայոց Ձոր,Եղեգնաձոր / Արենի,գ. Արենիի մ/դ,58
Կոտայք,Հրազդան / Արզական,գ. Արզականի Խ.Խաչատրյանի անվ. մ/դ,60
Կոտայք,Աբովյան / Արզնի,գ. Արզնիի մ/դ,114
Վայոց Ձոր,Վայք / Արին,գ. Արինի մ/դ,8
Լոռի,Տաշիր / Արծնի,գ. Արծնիի մ/դ,14
Տավուշ,Տավուշ / Արծվաբերդ,գ. Արծվաբերդի թիվ 2 հմ/դ,22
Տավուշ,Տավուշ / Արծվաբերդ,գ. Արծվաբերդի թիվ 1 մ/դ,56
Սյունիք,Կապան / Արծվանիկ,գ. Արծվանիկի մ/դ,19
Գեղարքունիք,Մարտունի / Արծվանիստ,գ. Արծվանիստի մ/դ,82
Տավուշ,Նոյեմբերյան / Արճիս,գ. Արճիսի մ/դ,37
Լոռի,Ստեփանավան / Արմանիս,գ. Արմանիսի հմ/դ,6
Արարատ,Արարատ / Արմաշ,գ. Արմաշի մ/դ,83
Արմավիր,Մեծամոր / Գ.Արմավիր,գ. Արմավիրի մ/դ,78
Արմավիր,Վաղարշապատ / Արշալույս,գ. Արշալույսի Ս.Գրիգորյանի անվ. մ/դ,110
Արագածոտն,Աշտարակ / Արուճ,գ. Արուճի մ/դ,34
Լոռի,Սպիտակ / Ղուրսալի,գ. Արջհովիտի մ/դ,6
Լոռի,Գուգարք / Արջուտ,գ. Արջուտի մ/դ,25
Վայոց Ձոր,Եղեգնաձոր / Արտաբույնք,գ. Արտաբույնքի մ/դ,26
Արմավիր,Բաղրամյան / Արտամետ,գ. Արտամետի Գուրգեն Մարգարյանի անվ. մ/դ,9
Գեղարքունիք,Ճամբարակ / Արտանիշ,գ. Արտանիշի մ/դ,20
Արագածոտն,Աշտարակ / Արտաշատավան,գ. Արտաշավանի մ/դ,22
Կոտայք,Հրազդան / Արտավազ,գ. Արտավազի մ/դ,12
Վայոց Ձոր,Վայք / Արտավան,գ. Արտավանի մ/դ,6
Արագածոտն,Թալին / Արտենի,գ. Արտենիի թիվ 1 մ/դ,60
Արագածոտն,Թալին / Արտենի,գ. Արտենիի հիմնական դպրոց,32
Արմավիր,Վաղարշապատ / Արտիմետ,գ. Արտիմետի մ/դ,53
Շիրակ,Աշոցք / Արփենի,գ. Արփենիի մ/դ,10
Վայոց Ձոր,Եղեգնաձոր / Արփի,գ. Արփիի Վ. Լևոնյանի անվան մ/դ,28
Գեղարքունիք,Վարդենիս / Արփունք,գ. Արփունքի մ/դ,4
Արարատ,Մասիս / Արևաբույր,գ. Արևաբույրի Հ.Թադևոսյանի անվ. մ/դ,54
Արմավիր,Բաղրամյան / Արևադաշտ,գ. Արևադաշտի մ/դ,13
Լոռի,Ալավերդի / Արևածագ,գ. Արևածագի Կ․ Մելիքսեթյան անվ․ մ/դ,23
Արմավիր,Վաղարշապատ / Արևաշատ,գ. Արևաշատի մ/դ,52
Լոռի,Սպիտակ / Արևաշող,գ. Արևաշողի մ/դ,84
Շիրակ,Ախուրյան / Արևիկ,գ. Արևիկի մ/դ,53
Արմավիր,Արմավիր / Արևիկ,գ. Արևիկի մ/դ,97
Սյունիք,Սիսիան / Արևիս,գ. Արևիսի հմ/դ,1
Արարատ,Արտաշատ / Արևշատ,գ. Արևշատի մ/դ,60
Արագածոտն,Ապարան / Ափնագյուղ,գ. Ափնայի մ/դ,16
Լոռի,Ալավերդի / Աքորի,գ. Աքորու մ/դ,68
Արմավիր,Բաղրամյան / Բագարան,գ. Բագարանի մ/դ,19
Շիրակ,Անի / Բագրավան,գ. Բագրավանի մ/դ,17
Տավուշ,Նոյեմբերյան / Բագրատաշեն,գ. Բագրատաշենի թիվ 2 հմ/դ,33
Տավուշ,Նոյեմբերյան / Բագրատաշեն,գ. Բագրատաշենի Մ․ Մագուլյանի անվան թիվ 1 մ/դ,54
Արագածոտն,Աշտարակ / Բազմաղբյուր,գ. Բազմաղբյուրի մ/դ,21
Լոռի,Գուգարք / Բազում,գ. Բազումի մ/դ,18
Կոտայք,Աբովյան / Բալահովիտ,գ. Բալահովիտի Ի.Վիրաբյանի անվ. մ/դ,97
Սյունիք,Սիսիան / Բալաք,գ. Բալաքի տ/դ,1
Տավուշ,Նոյեմբերյան / Բաղանիս,գ. Բաղանիսի մ/դ,15
Արմավիր,Բաղրամյան / Բաղրամյան,գ. Բաղրամյան մ/դ,20
Արմավիր,Վաղարշապատ / Բաղրամյան,գ. Բաղրամյանի մ/դ,93
Արարատ,Արտաշատ / Բաղրամյան,գ. Բաղրամյանի մ/դ,113
Արմավիր,Արմավիր / Բամբակաշատ,գ. Բամբակաշատի մ/դ,81
Շիրակ,Ամասիա / Բանդիվան,գ. Բանդիվանի մ/դ,9
Շիրակ,Աշոցք / Բավրա,գ. Բավրայի մ/դ,9
Տավուշ,Նոյեմբերյան / Բարեկամավան,գ. Բարեկամավանի մ/դ,1
Արարատ,Արտաշատ / Բարձրաշեն,գ. Բարձրաշենի մ/դ,60
Սյունիք,Գորիս / Բարձրավան,գ. Բարձրավանի մ/դ,4
Վայոց Ձոր,Վայք / Բարձրունի,գ. Բարձրունու մ/դ,5
Շիրակ,Ախուրյան / Բենիամին,գ. Բենիամինի մ/դ,19
Շիրակ,Ամասիա / Բերդաշեն,գ. Բերդաշենի մ/դ,4
Տավուշ,Նոյեմբերյան / Բերդավան,գ. Բերդավանի մ/դ,78
Արարատ,Արտաշատ / Բերդիկ,գ. Բերդիկի մ/դ,14
Տավուշ,Իջևան / Բերքաբեր,գ. Բերքաբերի մ/դ,17
Արմավիր,Արմավիր / Բերքաշատ,գ. Բերքաշատի մ/դ,21
Արագածոտն,Արագած / Բերքառատ,գ. Բերքառատի մ/դ,16
Լոռի,Տաշիր / Բլագոդարնոյե,գ. Բլագոդարնոյեի հմ/դ,5
Արագածոտն,Աշտարակ / Բյուրական,գ. Բյուրականի Հ.Թումանյանի անվ. մ/դ,141
Շիրակ,Ամասիա / Բյուրակն,գ. Բյուրակնի մ/դ,19
Արարատ,Արտաշատ / Բյուրավան,գ. Բյուրավանի մ/դ,38
Սյունիք,Սիսիան / Բնունիս,գ. Բնունիսի հմ/դ,7
Լոռի,Ստեփանավան / Բովաձոր,գ. Բովաձորի մ/դ,5
Կոտայք,Նաիրի / Բուժական,գ. Բուժականի մ/դ,34
Կոտայք,Հրազդան / Բջնի,գ. Բջնիի Հ.Թումանյանի անվ. մ/դ,83
Սյունիք,Սիսիան / Բռնակոթ,գ. Բռնակոթի մ/դ,40
Գեղարքունիք,Սևան / Գագարին,գ. Գագարինի մ/դ,45
Արմավիր,Վաղարշապատ / Գայ,գ. Գայի մ/դ,119
Գեղարքունիք,Գավառ / Գանձակ,գ. Գանձակի թիվ 1 մ/դ,48
Գեղարքունիք,Գավառ / Գանձակ,գ. Գանձակի հ․ 2 մ/դ,35
Տավուշ,Իջևան / Գանձաքար,գ. Գանձաքարի մ/դ,98
Արագածոտն,Թալին / Գառնահովիտ,գ. Գառնահովիտի մ/դ,7
Շիրակ,Ամասիա / Գառնառիճ,գ. Գառնառիճի մ/դ,9
Կոտայք,Աբովյան / Գառնի Բանավան,գ. Գառնի Բանավանի հմ/դ,57
Կոտայք,Աբովյան / Գառնի,գ. Գառնիի Ա․Հակոբյանի անվ․ թիվ 1 հմ/դ,227
Լոռի,Ստեփանավան / Գարգառ,գ. Գարգառի Վ.Բալայանի անվ. մ/դ,34
Կոտայք,Աբովյան / Գեղադիր,գ. Գեղադիրի մ/դ,30
Արագածոտն,Արագած / Գեղադիր,գ. Գեղադիրի Ռ․ Խաչատրյանի մ/դ,25
Արմավիր,Վաղարշապատ / Գեղակերտ,գ. Գեղակերտի մ/դ,57
Արագածոտն,Արագած / Գեղաձոր,գ. Գեղաձորի մ/դ,22
Գեղարքունիք,Վարդենիս / Գեղամասար,գ. Գեղամասարի մ/դ,45
Գեղարքունիք,Սևան / Գեղամավան,գ. Գեղամավանի Ա.Աբրահամյանի անվ. մ/դ,38
Շիրակ,Արթիկ / Գեղանիստ,գ. Գեղանիստի մ/դ,32
Արարատ,Մասիս / Գեղանիստ,գ. Գեղանիստի մ/դ,88
Սյունիք,Կապան / Գեղանուշ,գ. Գեղանուշի մ/դ,10
Կոտայք,Աբովյան / Գեղաշեն,գ. Գեղաշենի մ/դ,180
Լոռի,Սպիտակ / Գեղասար,գ. Գեղասարի մ/դ,16
Կոտայք,Աբովյան / Գեղարդ,գ. Գեղարդի մ/դ,4
Արագածոտն,Արագած / Գեղարոտ,գ. Գեղարոտի մ/դ,8
Գեղարքունիք,Գավառ / Գեղարքունիք,գ. Գեղարքունիքի մ/դ,45
Սյունիք,Կապան / Գեղի,գ. Գեղիի մ/դ,6
Գեղարքունիք,Մարտունի / Գեղհովիտ,գ. Գեղհովիտի h. 2 մ/դ,72
Գեղարքունիք,Մարտունի / Գեղհովիտ,գ. Գեղհովիտի հ․ 1 մ/դ,66
Արարատ,Արտաշատ / Գետազատ,գ. Գետազատի մ/դ,62
Տավուշ,Իջևան / Գետահովիտ,գ. Գետահովիտի մ/դ,55
Կոտայք,Նաիրի / Գետամեջ,գ. Գետամեջի մ/դ,21
Արմավիր,Արմավիր / Գետաշեն,գ. Գետաշենի մ/դ,55
Կոտայք,Աբովյան / Գետարգել,գ. Գետարգելի հմ/դ,50
Շիրակ,Արթիկ / Գետափ,գ. Գետափի Գ. Արշակյանի անվան մ/դ,21
Արագածոտն,Թալին / Գետափ,գ. Գետափի հմ/դ,1
Վայոց Ձոր,Եղեգնաձոր / Գետափ,գ. Գետափի մ/դ,49
Գեղարքունիք,Ճամբարակ / Գետիկ,գ. Գետիկի մ/դ,8
Շիրակ,Ախուրյան / Գետք,գ. Գետքի մ/դ,19
Վայոց Ձոր,Եղեգնաձոր / Գլաձոր,գ. Գլաձորի մ/դ,49
Լոռի,Ստեփանավան / Գյուլագարակ,գ. Գյուլագարակի մ/դ,66
Վայոց Ձոր,Վայք / Գնդևազ,գ. Գնդեվազի մ/դ,19
Լոռի,Սպիտակ / Գոգարան,գ. Գոգարանի մ/դ,41
Շիրակ,Աշոցք / Գոգհովիտ,գ. Գոգհովիտի մ/դ,7
Վայոց Ձոր,Եղեգնաձոր / Գողթանիկ,գ. Գողթանիկի հմ/դ,5
Կոտայք,Աբովյան / Գողթ,գ. Գողթի մ/դ,81
Վայոց Ձոր,Վայք / Գոմք,գ. Գոմքի մ/դ,8
Տավուշ,Դիլիջան / Գոշ,գ. Գոշի թիվ 1 մ/դ,20
Տավուշ,Դիլիջան / Գոշ,գ. Գոշի թիվ 2 հմ/դ,9
Արարատ,Արարատ / Գոռավան,գ. Գոռավանի մ/դ,82
Սյունիք,Սիսիան / Գորայք,գ. Գորայքի մ/դ,12
Լոռի,Վանաձոր / Գուգարք,գ. Գուգարքի Հ.Շիրազի անվ. մ/դ,62
Շիրակ,Անի / Գուսանագյուղ,գ. Գուսանագյուղի մ/դ,23
Շիրակ,Ամասիա / Գտաշեն,գ. Գտաշենի մ/դ,2
Արմավիր,Վաղարշապատ / Գրիբոյեդով,գ. Գրիբոյեդովի Վ.Ռոստոմյանի անվ. մ/դ,51
Արարատ,Արտաշատ / Դալար,գ. Դալարի մ/դ,48
Արմավիր,Բաղրամյան / Դալարիկ,գ. Դալարիկի Հովհաննես Հովհաննիսյանի անվ. N1 մ/դ,139
Արագածոտն,Թալին / Դաշտադեմ,գ. Դաշտադեմի Գ.Բաղդասարյանի անվ. մ/դ,9
Լոռի,Տաշիր / Դաշտադեմ,գ. Դաշտադեմի մ/դ,1
Արարատ,Մասիս / Դաշտավան,գ. Դաշտավանի Տոնոյանի անվ. մ/դ,95
Արարատ,Արարատ / Դաշտաքար,գ. Դաշտաքարի մ/դ,22
Արմավիր,Վաղարշապատ / Դաշտ,գ. Դաշտի մ/դ,36
Արագածոտն,Թալին / Դավթաշեն,գ. Դավթաշենի մ/դ,14
Սյունիք,Կապան / Դավիթ Բեկ,գ. Դավիթբեկի մ/դ,6
Արարատ,Մասիս / Դարակերտ,գ. Դարակերտի մ/դ,82
Սյունիք,Սիսիան / Դարբաս,գ. Դարբասի մ/դ,17
Արարատ,Մասիս / Դարբնիկ,գ. Դարբնիկի մ/դ,46
Լոռի,Գուգարք / Դարպաս,գ. Դարպասի մ/դ,32
Գեղարքունիք,Սևան / Դդմաշեն,գ. Դդմաշենի մ/դ,54
Արագածոտն,Թալին / Դդմասար,գ. Դդմասարի հմ/դ,4
Տավուշ,Նոյեմբերյան / Դեբեդավան,գ. Դեբեդավանի մ/դ,22
Լոռի,Գուգարք / Դեբետ,գ. Դեբեդի մ/դ,31
Տավուշ,Նոյեմբերյան / Դեղձավան,գ. Դեղձավանի հմ/դ,9
Արարատ,Արտաշատ / Դեղձուտ,գ. Դեղձուտի մ/դ,24
Արագածոտն,Թալին / Դիան,գ. Դիանի հմ/դ,2
Արարատ,Արտաշատ / Դիմիտրով,գ. Դիմիտրովի մ/դ,51
Արարատ,Արտաշատ / Դիտակ,գ. Դիտակի մ/դ,17
Տավուշ,Իջևան / Դիտավան,գ. Դիտավանի հմ/դ,14
Արմավիր,Վաղարշապատ / Դողս,գ. Դողսի մ/դ,32
Տավուշ,Նոյեմբերյան / Դովեղ,գ. Դովեղի մ/դ,12
Գեղարքունիք,Ճամբարակ / Դպրաբակ,գ. Դպրաբակի մ/դ,27
Լոռի,Ալավերդի / Դսեղ,գ. Դսեղի Հ.Թումանյանի անվ. մ/դ,34
Գեղարքունիք,Ճամբարակ / Դրախտիկ,գ. Դրախտիկի մ/դ,40
Վայոց Ձոր,Եղեգնաձոր / Ելփին,գ. Ելփինի մ/դ,25
Սյունիք,Կապան / Եղեգ,գ. Եղեգի մ/դ,6
Վայոց Ձոր,Եղեգնաձոր / Եղեգիս,գ. Եղեգիսի մ/դ,12
Արարատ,Վեդի / Եղեգնավան,գ. Եղեգնավանի մ/դ,63
Լոռի,Փամբակ / Եղեգնուտ,գ. Եղեգնուտի մ/դ,10
Արմավիր,Արմավիր / Եղեգնուտ,գ. Եղեգնուտի մ/դ,62
Արագածոտն,Ապարան / Եղիպատրուշ,գ. Եղիպատրուշի մ/դ,11
Արագածոտն,Թալին / Եղնիկ,գ. Եղնիկի հմ/դ,10
Սյունիք,Կապան / Եղվարդ,գ. Եղվարդի մ/դ,6
Տավուշ,Իջևան / Ենոքավան,գ. Ենոքավանի մ/դ,18
