Հաշվետվության ձևավորման ամսաթիվը / 2025-11-20,Հաշվետվության ձևավորման ամսաթիվը / 2025-11-20,Հաշվետվության ձևավորման ամսաթիվը / 2025-11-20,Հաշվետվության ձևավորման ամսաթիվը / 2025-11-20,Հաշվետվության ձևավորման ամսաթիվը / 2025-11-20,Հաշվետվության ձևավորման ամսաթիվը / 2025-11-20,Հաշվետվության ձևավորման ամսաթիվը / 2025-11-20,Հաշվետվության ձևավորման ամսաթիվը / 2025-11-20,Հաշվետվության ձևավորման ամսաթիվը / 2025-11-20,Հաշվետվության ձևավորման ամսաթիվը / 2025-11-20
Օգտագործված են հետևյալ ֆիլտրերը,Օգտագործված են հետևյալ ֆիլտրերը,Օգտագործված են հետևյալ ֆիլտրերը,Օգտագործված են հետևյալ ֆիլտրերը,Օգտագործված են հետևյալ ֆիլտրերը,Օգտագործված են հետևյալ ֆիլտրերը,Օգտագործված են հետևյալ ֆիլտրերը,Օգտագործված են հետևյալ ֆիլտրերը,Օգտագործված են հետևյալ ֆիլտրերը,Օգտագործված են հետևյալ ֆիլտրերը
Աշակերտներ / Սեռ  / Իգական,Աշակերտներ / Սեռ  / Իգական,Աշակերտներ / Սեռ  / Իգական,Աշակերտներ / Սեռ  / Իգական,Աշակերտներ / Սեռ  / Իգական,Աշակերտներ / Սեռ  / Իգական,Աշակերտներ / Սեռ  / Իգական,Աշակերտներ / Սեռ  / Իգական,Աշակերտներ / Սեռ  / Իգական,Աշակերտներ / Սեռ  / Իգական
Աշակերտներ / Որ երկրից է  / 6 items selected,Աշակերտներ / Որ երկրից է  / 6 items selected,Աշակերտներ / Որ երկրից է  / 6 items selected,Աշակերտներ / Որ երկրից է  / 6 items selected,Աշակերտներ / Որ երկրից է  / 6 items selected,Աշակերտներ / Որ երկրից է  / 6 items selected,Աշակերտներ / Որ երկրից է  / 6 items selected,Աշակերտներ / Որ երկրից է  / 6 items selected,Աշակերտներ / Որ երկրից է  / 6 items selected,Աշակերտներ / Որ երկրից է  / 6 items selected
Մարզ,Շրջան/համայնք,Դպրոց,Աշակերտներ,Որ երկրից է / Ռուսաստան,Որ երկրից է / ԱՄՆ,Որ երկրից է / Հայաստան,Որ երկրից է / Արցախ,Որ երկրից է / Ուկրաինա,Որ երկրից է / Ֆրանսիա
Սյունիք,Կապան / Կապան,ք. Կապանի թիվ 10 մ/դ,147,- չունի -,- չունի -,140,7,- չունի -,- չունի -
Սյունիք,Կապան / Կապան,ք. Կապանի թիվ 11 մ/դ,37,- չունի -,- չունի -,37,- չունի -,- չունի -,- չունի -
Սյունիք,Կապան / Կապան,ք. Կապանի թիվ 12 հմ/դ,13,- չունի -,- չունի -,11,2,- չունի -,- չունի -
Սյունիք,Կապան / Կապան,ք. Կապանի թիվ 13 հմ/դ,220,2,- չունի -,216,2,- չունի -,- չունի -
Սյունիք,Կապան / Կապան,ք. Կապանի թիվ 2 ա/դ,231,- չունի -,- չունի -,228,3,- չունի -,- չունի -
Սյունիք,Կապան / Կապան,ք. Կապանի թիվ 3 հտ/կթհ,34,- չունի -,- չունի -,33,1,- չունի -,- չունի -
Սյունիք,Կապան / Կապան,ք. Կապանի թիվ 3 մ/դ,419,1,- չունի -,415,3,- չունի -,- չունի -
Սյունիք,Կապան / Կապան,ք. Կապանի թիվ 4 մ/դ,9,- չունի -,- չունի -,9,- չունի -,- չունի -,- չունի -
Սյունիք,Կապան / Կապան,ք. Կապանի թիվ 5 հմ/դ,266,3,- չունի -,257,6,- չունի -,- չունի -
Սյունիք,Կապան / Կապան,ք. Կապանի թիվ 6 հմ/դ,310,1,- չունի -,297,12,- չունի -,- չունի -
Սյունիք,Կապան / Կապան,ք. Կապանի թիվ 7 հմ/դ,408,6,- չունի -,398,4,- չունի -,- չունի -
Սյունիք,Կապան / Կապան,ք. Կապանի թիվ 8 մ/դ,54,- չունի -,- չունի -,51,3,- չունի -,- չունի -
Սյունիք,Կապան / Կապան,ք. Կապանի թիվ 9 ա/դ,104,1,- չունի -,101,2,- չունի -,- չունի -
Կոտայք,Հրազդան / Հրազդան,ք. Հրազդանի Ա.Իսահակյանի անվ. թիվ 9 հմ/դ,229,- չունի -,- չունի -,195,34,- չունի -,- չունի -
Կոտայք,Հրազդան / Հրազդան,ք. Հրազդանի Ա.Շիրակացու անվ. թիվ 6 հմ/դ,115,- չունի -,- չունի -,107,8,- չունի -,- չունի -
Կոտայք,Հրազդան / Հրազդան,ք. Հրազդանի Ասքանազ Մռավյանի անվ. թիվ 4 հմ/դ,257,1,- չունի -,240,16,- չունի -,- չունի -
Կոտայք,Հրազդան / Հրազդան,ք. Հրազդանի թիվ 14 հմ/դ,215,1,- չունի -,205,9,- չունի -,- չունի -
Կոտայք,Հրազդան / Հրազդան,ք. Հրազդանի թիվ 2 հմ/դ,229,1,- չունի -,202,26,- չունի -,- չունի -
Կոտայք,Հրազդան / Հրազդան,ք. Հրազդանի թիվ 7 մ/դ,28,- չունի -,- չունի -,27,1,- չունի -,- չունի -
Կոտայք,Հրազդան / Հրազդան,ք. Հրազդանի Լ․ Խեչոյանի անվ. թիվ 10 ա/դ,243,1,- չունի -,226,16,- չունի -,- չունի -
Կոտայք,Հրազդան / Հրազդան,ք. Հրազդանի Խ.Աբովյանի անվ. թիվ 1 ա/դ,97,1,- չունի -,92,4,- չունի -,- չունի -
Կոտայք,Հրազդան / Հրազդան,ք. Հրազդանի Հ. Թումանյանի անվան թիվ 5 հմ/դ,266,- չունի -,- չունի -,243,23,- չունի -,- չունի -
Կոտայք,Հրազդան / Հրազդան,ք. Հրազդանի Հ.Պարոնյանի անվ. թիվ 12 հմ/դ,339,14,- չունի -,294,30,1,- չունի -
Կոտայք,Հրազդան / Հրազդան,ք. Հրազդանի Հ.Օրբելու անվ. թիվ 13 ա/դ,245,1,- չունի -,222,22,- չունի -,- չունի -
Կոտայք,Հրազդան / Հրազդան,ք. Հրազդանի Պ.Սևակի անվ. թիվ 8 հմ/դ,454,3,1,407,43,- չունի -,- չունի -
Կոտայք,Հրազդան / Հրազդան,ք. Հրազդանի Վ.Սարոյանի անվ. թիվ 11 հմ/դ,645,4,- չունի -,589,52,- չունի -,- չունի -
Գեղարքունիք,Ճամբարակ / Ճամբարակ,ք. Ճամբարակի ա/դ,86,- չունի -,- չունի -,85,1,- չունի -,- չունի -
Գեղարքունիք,Ճամբարակ / Ճամբարակ,ք. Ճամբարակի թիվ 1հմ/դ,194,1,- չունի -,186,7,- չունի -,- չունի -
Գեղարքունիք,Ճամբարակ / Ճամբարակ,ք. Ճամբարակի թիվ 2 հմ/դ,67,- չունի -,- չունի -,58,9,- չունի -,- չունի -
Գեղարքունիք,Ճամբարակ / Ճամբարակ,ք. Ճամբարակի թիվ 4 մ/դ,30,- չունի -,- չունի -,29,1,- չունի -,- չունի -
Արարատ,Մասիս / Մասիս,ք. Մասիսի թիվ 2 հմ/դ,472,- չունի -,- չունի -,451,21,- չունի -,- չունի -
Արարատ,Մասիս / Մասիս,ք. Մասիսի թիվ 3 հմ/դ,333,1,- չունի -,270,62,- չունի -,- չունի -
Արարատ,Մասիս / Մասիս,ք. Մասիսի թիվ 4 հմ/դ,174,3,- չունի -,129,42,- չունի -,- չունի -
Արարատ,Մասիս / Մասիս,ք. Մասիսի թիվ 6 հմ/դ,70,1,- չունի -,61,8,- չունի -,- չունի -
Արարատ,Մասիս / Մասիս,ք. Մասիսի հ. 5 ա/դ,169,1,- չունի -,149,19,- չունի -,- չունի -
Արարատ,Մասիս / Մասիս,ք. Մասիսի Մ․ Մաշտոցի անվ. N 1 հմ/դ,405,3,- չունի -,381,21,- չունի -,- չունի -
Շիրակ,Անի / Մարալիկ,ք. Մարալիկի թիվ 1 մ/դ,212,- չունի -,- չունի -,205,7,- չունի -,- չունի -
Շիրակ,Անի / Մարալիկ,ք. Մարալիկի թիվ 2 մ/դ,85,- չունի -,- չունի -,84,1,- չունի -,- չունի -
Գեղարքունիք,Մարտունի / Մարտունի,ք. Մարտունու ա/դ,115,- չունի -,- չունի -,111,4,- չունի -,- չունի -
Գեղարքունիք,Մարտունի / Մարտունի,ք. Մարտունու թիվ 1 հմ/դ,133,1,- չունի -,128,4,- չունի -,- չունի -
Գեղարքունիք,Մարտունի / Մարտունի,ք. Մարտունու թիվ 2 հմ/դ,422,- չունի -,- չունի -,411,11,- չունի -,- չունի -
Արմավիր,Արմավիր / Մեծամոր,ք. Մեծամորի թիվ 1 հմ/դ,604,3,- չունի -,563,38,- չունի -,- չունի -
Սյունիք,Մեղրի / Մեղրի,ք. Մեղրու թիվ 1 մ/դ,198,- չունի -,- չունի -,191,7,- չունի -,- չունի -
Սյունիք,Մեղրի / Մեղրի,ք. Մեղրու թիվ 2 մ/դ,85,- չունի -,- չունի -,85,- չունի -,- չունի -,- չունի -
Արագածոտն,Աշտարակ / Մուղնի,ք. Մուղնու Մ.Աշճյանի անվ. հ/դ,47,- չունի -,- չունի -,46,1,- չունի -,- չունի -
Տավուշ,Նոյեմբերյան / Նոյեմբերյան,ք. Նոյեմբերյանի թիվ 2 hմ/դ,254,- չունի -,- չունի -,250,3,- չունի -,1
Կոտայք,Նոր հաճըն / Նոր հաճըն,ք. Նոր Հաճնի թիվ 1 հմ/դ,229,1,- չունի -,221,7,- չունի -,- չունի -
Կոտայք,Նոր հաճըն / Նոր հաճըն,ք. Նոր Հաճնի թիվ 2 ա/դ,159,1,- չունի -,148,9,- չունի -,1
Կոտայք,Նոր հաճըն / Նոր հաճըն,ք. Նոր Հաճնի թիվ 3 հմ/դ,224,6,- չունի -,205,12,1,- չունի -
Կոտայք,Նոր հաճըն / Նոր հաճըն,ք. Նոր Հաճնի Մեծն Մուրադի անվ. թիվ 4 հմ/դ,185,1,- չունի -,164,20,- չունի -,- չունի -
Լոռի,Ալավերդի / Շամլուղ,ք. Շամլուղի մ/դ,45,1,- չունի -,44,- չունի -,- չունի -,- չունի -
Կոտայք,Հրազդան / Չարենցավան,ք. Չարենցավանի ԱՀԿ Վազգեն Ա.-ի անվ. թիվ 3 հմ/դ,325,3,- չունի -,312,10,- չունի -,- չունի -
Կոտայք,Հրազդան / Չարենցավան,ք. Չարենցավանի Ե.Չարենցի անվ. թիվ 5 հմ/դ,397,- չունի -,- չունի -,380,17,- չունի -,- չունի -
Կոտայք,Հրազդան / Չարենցավան,ք. Չարենցավանի թիվ 6 հմ/դ,315,1,- չունի -,284,30,- չունի -,- չունի -
Կոտայք,Հրազդան / Չարենցավան,ք. Չարենցավանի Մ.Մաշտոցի անվ. թիվ 1 ա/դ,344,5,- չունի -,321,18,- չունի -,- չունի -
Կոտայք,Հրազդան / Չարենցավան,ք. Չարենցավանի Ս.Ավանյանի անվ. թիվ 4 հմ/դ,314,4,- չունի -,292,18,- չունի -,- չունի -
Վայոց Ձոր,Վայք / Ջերմուկ,ք. Ջերմուկի թիվ 3 մ/դ,77,- չունի -,- չունի -,74,3,- չունի -,- չունի -
Վայոց Ձոր,Վայք / Ջերմուկ,ք. Ջերմուկի կրթահամալիր,188,- չունի -,- չունի -,174,14,- չունի -,- չունի -
Վայոց Ձոր,Վայք / Ջերմուկ,ք. Ջերմուկի Մ. Գորկու անվան թիվ 1 հմ/դ,87,- չունի -,- չունի -,86,1,- չունի -,- չունի -
Սյունիք,Սիսիան / Սիսիան,ք. Սիսիանի ա/դ,177,- չունի -,- չունի -,173,4,- չունի -,- չունի -
Սյունիք,Սիսիան / Սիսիան,ք. Սիսիանի թիվ 1 hմ/դ,159,1,- չունի -,147,11,- չունի -,- չունի -
Սյունիք,Սիսիան / Սիսիան,ք. Սիսիանի թիվ 2 hմ/դ,255,1,- չունի -,248,6,- չունի -,- չունի -
Սյունիք,Սիսիան / Սիսիան,ք. Սիսիանի թիվ 4 hմ/դ,176,1,- չունի -,169,6,- չունի -,- չունի -
Սյունիք,Սիսիան / Սիսիան,ք. Սիսիանի թիվ 5 hմ/դ,179,1,- չունի -,169,9,- չունի -,- չունի -
Լոռի,Սպիտակ / Սպիտակ,ք. Սպիտակի Ալ. Մյասնիկյանի անվ. թիվ 1 hմ/դ,164,- չունի -,1,162,1,- չունի -,- չունի -
Լոռի,Սպիտակ / Սպիտակ,ք. Սպիտակի Դ. Տեր-Սիմոնյանի անվ. թիվ 2 հմ/դ,222,- չունի -,- չունի -,222,- չունի -,- չունի -,- չունի -
Լոռի,Սպիտակ / Սպիտակ,ք. Սպիտակի թիվ 5 հմ/դ,23,- չունի -,- չունի -,22,1,- չունի -,- չունի -
Լոռի,Սպիտակ / Սպիտակ,ք. Սպիտակի թիվ 8 մ/դ,206,1,- չունի -,200,5,- չունի -,- չունի -
Լոռի,Սպիտակ / Սպիտակ,ք. Սպիտակի Շ․ Ազնավուրի անվ․ թիվ 3 հմ/դ,55,- չունի -,- չունի -,53,2,- չունի -,- չունի -
Լոռի,Սպիտակ / Սպիտակ,ք. Սպիտակի Ս.Ավետիսյանի անվան ավագ դպրոց,88,- չունի -,- չունի -,86,2,- չունի -,- չունի -
Լոռի,Սպիտակ / Սպիտակ,ք. Սպիտակի Վարդանանց թիվ 4 հմ/դ,40,1,- չունի -,36,3,- չունի -,- չունի -
Լոռի,Ստեփանավան / Ստեփանավան,ք. Ստեփանավանի Ստ.Շահումյանի անվ. թիվ 1 հմ/դ,229,3,- չունի -,212,14,- չունի -,- չունի -
Լոռի,Ստեփանավան / Ստեփանավան,ք. Ստեփանավանի Հ.Թումանյանի անվ. ա/դ,82,1,- չունի -,71,10,- չունի -,- չունի -
Լոռի,Ստեփանավան / Ստեփանավան,ք. Ստեփանավանի Մ.Խորենացու անվ. թիվ 3 հմ/դ,63,1,- չունի -,62,- չունի -,- չունի -,- չունի -
Լոռի,Ստեփանավան / Ստեփանավան,ք. Ստեփանավանի Սուրբ Գրիգոր Լուսավորիչի անվ. թիվ 2 հմ/դ,196,2,- չունի -,186,8,- չունի -,- չունի -
Լոռի,Ստեփանավան / Ստեփանավան,ք. Ստեփանավանի Վ.Թեքեյանի անվ. թիվ 6 մ/դ,246,1,- չունի -,224,21,- չունի -,- չունի -
Գեղարքունիք,Սևան / Սևան,ք. Սևանի թիվ 4 հմ/դ,107,1,- չունի -,97,9,- չունի -,- չունի -
Գեղարքունիք,Սևան / Սևան,ք. Սևանի Խ. Աբովյանի անվ. ա/դ,161,1,- չունի -,154,6,- չունի -,- չունի -
Գեղարքունիք,Սևան / Սևան,ք. Սևանի հ․ 5 մ/դ,30,- չունի -,- չունի -,30,- չունի -,- չունի -,- չունի -
Գեղարքունիք,Սևան / Սևան,ք. Սևանի հ․ 6 մ/դ,55,1,- չունի -,52,2,- չունի -,- չունի -
Գեղարքունիք,Սևան / Սևան,ք. Սևանի Մ.Մաշտոցի անվ. թիվ 1 հմ/դ,492,2,- չունի -,476,14,- չունի -,- չունի -
Գեղարքունիք,Սևան / Սևան,ք. Սևանի Յա. Զարոբյանի անվ. թիվ 2 հմ/դ,58,- չունի -,- չունի -,48,10,- չունի -,- չունի -
Գեղարքունիք,Սևան / Սևան,ք. Սևանի Վ.Կարապետյանի անվ. թիվ 3 հմ/դ,452,5,- չունի -,438,9,- չունի -,- չունի -
Արմավիր,Վաղարշապատ / Վաղարշապատ,ք. Վաղարշապատի «Գ.Լուսավորիչ» համալ.-ի մ/դ,62,- չունի -,- չունի -,59,3,- չունի -,- չունի -
Արմավիր,Վաղարշապատ / Վաղարշապատ,ք. Վաղարշապատի Գ.Նարեկացու անվ. թիվ 2 ա/դ,251,9,- չունի -,214,28,- չունի -,- չունի -
Արմավիր,Վաղարշապատ / Վաղարշապատ,ք. Վաղարշապատի Գ.Նժդեհի անվ. թիվ 8 հմ/դ,164,3,- չունի -,153,7,1,- չունի -
Արմավիր,Վաղարշապատ / Վաղարշապատ,ք. Վաղարշապատի Ե.Օտյանի անվ. թիվ 7 հմ/դ,284,1,- չունի -,259,24,- չունի -,- չունի -
Արմավիր,Վաղարշապատ / Վաղարշապատ,ք. Վաղարշապատի Զ.Անդրանիկի անվ. թիվ 12 հմ/դ,496,- չունի -,- չունի -,456,40,- չունի -,- չունի -
Արմավիր,Վաղարշապատ / Վաղարշապատ,ք. Վաղարշապատի Խ.Աբովյանի անվ. թիվ 4 հմ/դ,460,- չունի -,- չունի -,438,21,1,- չունի -
Արմավիր,Վաղարշապատ / Վաղարշապատ,ք. Վաղարշապատի Հ.Հովհաննիսյանի անվ. թիվ 3 հմ/դ,333,- չունի -,- չունի -,319,14,- չունի -,- չունի -
Արմավիր,Վաղարշապատ / Վաղարշապատ,ք. Վաղարշապատի Մ.Ա.Ս. Էջմիածնի Էօրնեկեանի անվ. մ/դ,231,- չունի -,- չունի -,230,1,- չունի -,- չունի -
Արմավիր,Վաղարշապատ / Վաղարշապատ,ք. Վաղարշապատի Մ.Գորկու անվ. թիվ 5 ա/դ,260,10,1,228,20,1,- չունի -
Արմավիր,Վաղարշապատ / Վաղարշապատ,ք. Վաղարշապատի Մ.Խորենացու անվ. թիվ 10 ա/դ,111,1,- չունի -,103,7,- չունի -,- չունի -
Արմավիր,Վաղարշապատ / Վաղարշապատ,ք. Վաղարշապատի Մ.Մաշտոցի անվ. թիվ 1 հմ/դ,325,1,- չունի -,276,48,- չունի -,- չունի -
Արմավիր,Վաղարշապատ / Վաղարշապատ,ք. Վաղարշապատի Ներսիսյան թիվ 6 հմ/դ,294,2,- չունի -,292,- չունի -,- չունի -,- չունի -
Արմավիր,Վաղարշապատ / Վաղարշապատ,ք. Վաղարշապատի Ռ.Պատկանյանի անվ. թիվ 9 հմ/դ,438,36,- չունի -,360,40,1,1
Արմավիր,Վաղարշապատ / Վաղարշապատ,ք. Վաղարշապատի Վ.Ռշտունու անվ. թիվ 11 հմ/դ,212,1,- չունի -,173,38,- չունի -,- չունի -
Վայոց Ձոր,Վայք / Վայք,ք. Վայքի ավագ դպրոց,103,- չունի -,- չունի -,98,5,- չունի -,- չունի -
Վայոց Ձոր,Վայք / Վայք,ք. Վայքի թիվ 2 հմ/դ,312,- չունի -,- չունի -,298,14,- չունի -,- չունի -
Լոռի,Վանաձոր / Վանաձոր,ք. Վանաձորի Պ.Սևակի անվ. թիվ 30 հմ/դ,366,- չունի -,- չունի -,358,8,- չունի -,- չունի -
Լոռի,Վանաձոր / Վանաձոր,ք. Վանաձորի Ա.Բակունցի անվ. N 7 հմ/դ,140,- չունի -,- չունի -,136,4,- չունի -,- չունի -
Լոռի,Վանաձոր / Վանաձոր,ք. Վանաձորի Ա.Գրիբոյեդովի անվ. թիվ 11 ա/դ,254,1,- չունի -,252,1,- չունի -,- չունի -
Լոռի,Վանաձոր / Վանաձոր,ք. Վանաձորի Ա.Խլղաթյանի անվ. թիվ 18 մ/դ,285,6,- չունի -,263,16,- չունի -,- չունի -
Լոռի,Վանաձոր / Վանաձոր,ք. Վանաձորի Ա.Մաթևոսյանի անվ. թիվ 8 հմ/դ,180,- չունի -,- չունի -,177,2,1,- չունի -
Լոռի,Վանաձոր / Վանաձոր,ք. Վանաձորի Ա.Պուշկինի անվ. թիվ 4 հմ/դ,411,41,- չունի -,368,2,- չունի -,- չունի -
Լոռի,Վանաձոր / Վանաձոր,ք. Վանաձորի ԱՀԿ Վազգեն 1-ին անվ. թիվ 1 հմ/դ,245,- չունի -,- չունի -,241,4,- չունի -,- չունի -
Լոռի,Վանաձոր / Վանաձոր,ք. Վանաձորի Ավ.Իսահակյանի անվ. թիվ 2 հմ/դ,91,1,- չունի -,80,10,- չունի -,- չունի -
Լոռի,Վանաձոր / Վանաձոր,ք. Վանաձորի Գ.Չաուշի անվ. թիվ 24 մ/դ,405,- չունի -,- չունի -,393,12,- չունի -,- չունի -
Լոռի,Վանաձոր / Վանաձոր,ք. Վանաձորի Գայի անվ. թիվ 21 հմ/դ,47,- չունի -,- չունի -,44,3,- չունի -,- չունի -
Լոռի,Վանաձոր / Վանաձոր,ք. Վանաձորի Դ.Վարուժանի անվ. թիվ 16 հմ/դ,225,2,- չունի -,221,2,- չունի -,- չունի -
Լոռի,Վանաձոր / Վանաձոր,ք. Վանաձորի Եղ. Չարենցի անվ. թիվ 12 հմ/դ,64,- չունի -,- չունի -,58,6,- չունի -,- չունի -
Լոռի,Վանաձոր / Վանաձոր,ք. Վանաձորի Խ.Աբովյանի անվ. թիվ 9 հմ/դ,70,- չունի -,- չունի -,69,1,- չունի -,- չունի -
Լոռի,Վանաձոր / Վանաձոր,ք. Վանաձորի Ծովակալ Իսակովի անվ. թիվ 23 հմ/դ,309,3,- չունի -,300,6,- չունի -,- չունի -
Լոռի,Վանաձոր / Վանաձոր,ք. Վանաձորի Հ.Թումանյանի անվ. թիվ 3 հմ/դ,321,3,- չունի -,313,4,1,- չունի -
Լոռի,Վանաձոր / Վանաձոր,ք. Վանաձորի Ղ.Ալիշանի անվ. թիվ 27 հմ/դ,279,- չունի -,- չունի -,277,2,- չունի -,- չունի -
Լոռի,Վանաձոր / Վանաձոր,ք. Վանաձորի Մ.Խորենացու անվ. թիվ 17 ա/դ,19,- չունի -,- չունի -,16,3,- չունի -,- չունի -
Լոռի,Վանաձոր / Վանաձոր,ք. Վանաձորի Մ.Մաշտոցի անվ. թիվ 15 հմ/դ,168,1,- չունի -,162,5,- չունի -,- չունի -
Լոռի,Վանաձոր / Վանաձոր,ք. Վանաձորի Մաթեմատիկայի և բնագիտ.առարկաների խորացված ուսուցմամբ հատուկ դպրոց,179,1,- չունի -,178,- չունի -,- չունի -,- չունի -
